sgRNA,Gene,Day3.bulk.no1,Day9.bulk.no1,Day9.CD11b.low.no1,Day9.CD11b.high.no1,Day3.bulk.no2,Day9.bulk.no2,Day9.CD11b.low.no2,Day9.CD11b.high.no2
sgRNA_3852,BFAR,154.0238502,217.3312439,369.8539633,183.2641791,98.45393641,217.9315243,202.6090198,218.96969
sgRNA_3521,HDAC8,357.0010171,642.4407099,389.2443652,580.3365671,238.4773126,616.6873132,606.8387226,473.1309373
sgRNA_29,SMYD3,180.8884752,143.2953256,254.2297146,241.488736,92.76548675,270.941895,144.2971555,60.60768205
sgRNA_438,SGMS1,259.0943837,410.7799334,891.2403271,396.1178871,234.5391552,387.5647107,736.3108279,273.7121125
sgRNA_1446,TEP1,196.4102586,247.5824793,394.2715065,433.3434235,135.2100727,333.3763317,373.5912657,134.9009697
sgRNA_3473,BRWD3,224.468867,234.0490318,288.7015403,446.7064365,126.0210386,256.8057962,214.4690599,261.9815934
sgRNA_1305,RBM12B,308.0477004,406.7995077,522.8226898,330.2573227,213.9732218,482.9833781,529.7484614,160.3170945
sgRNA_1440,TET2,191.6343252,300.9201838,316.7098987,360.8013526,166.7153323,337.4993605,361.7312255,217.0146035
sgRNA_5034,RPS6KA5,306.8537171,397.246486,370.5721263,278.7142724,184.2182543,443.5201021,379.5212858,522.0081003
sgRNA_2445,BMI1,256.706417,117.8206011,382.0627349,244.3522388,89.70247539,230.3006108,100.8103415,27.37121125
sgRNA_3413,RBM15B,204.7681419,339.9283558,277.2109317,416.1624067,178.0922316,414.6589002,595.9670191,275.667199
sgRNA_744,PHC3,638.1840925,861.364124,693.0273293,767.4187499,390.7527343,904.1213236,708.6374008,696.0108004
sgRNA_5201,ELAVL1,420.8791255,500.7375545,479.7329077,1157.809631,312.4271582,510.0775676,351.8478587,823.091424
sgRNA_2230,HNRNPH2,444.1618006,574.7734728,609.7204171,667.196152,287.0479213,610.2082679,565.3285819,457.4902452
sgRNA_832,PAPSS2,160.5907585,152.0522622,119.9332269,125.9941231,89.26490234,173.7562153,276.7342709,250.2510743
sgRNA_5536,LEMD3,234.6177253,205.3899667,214.7307476,288.2592817,94.953352,233.2456314,282.664291,113.395018
sgRNA_1773,L3MBTL4,748.627551,1015.804642,1238.113073,1071.904547,464.7025798,1160.92712,1341.172877,696.0108004
sgRNA_3790,ERCC6L,257.3034087,215.7390736,302.3466379,312.121805,126.8961847,245.6147179,160.1105424,203.3289979
sgRNA_1417,ZFP36L2,183.2764419,273.853289,346.8727461,249.1247434,140.0233762,276.8319362,594.9786824,183.7781327
sgRNA_5140,TDRKH,445.3557839,651.9937316,777.7705674,747.3742303,333.4306646,721.5300465,769.9142751,557.1996576
sgRNA_761,RRP7A,320.5845254,226.0881804,286.5470512,352.2108442,193.8448615,346.9234265,470.4482605,179.8679596
sgRNA_1359,HMGB1,280.5860837,249.1746496,389.2443652,244.3522388,139.5858032,245.0257138,273.7692608,109.484845
sgRNA_4172,EIF4B,183.2764419,292.9593324,208.2672803,449.5699393,128.2089039,306.2821422,315.2794015,320.6341889
sgRNA_4677,MSI2,236.4087003,409.9838483,366.2631481,400.8903917,185.9685465,415.2479043,333.0694617,385.152044
sgRNA_306,CUL5,105.0705335,83.58893994,58.17120588,83.04158115,23.19137169,80.69356439,44.47515068,9.775432589
sgRNA_215,MPG,173.7245752,234.0490318,153.6868896,242.4432369,106.7678244,236.7796561,223.3640901,322.5892755
sgRNA_2069,SAMSN1,204.7681419,331.1714192,348.3090722,327.3938199,152.2754216,240.9026849,292.5476578,111.4399315
sgRNA_4214,CSDC2,471.6234173,559.6478551,633.4197973,767.4187499,293.611517,710.3389683,472.4249339,918.8906634
sgRNA_4418,HNRNPA1L2,307.4507087,399.6347415,603.2569498,554.5650419,220.0992445,440.5750815,322.1977582,224.8349496
sgRNA_1871,PRMT3,281.780067,353.4618032,312.4009204,327.3938199,174.1540742,433.507032,353.8245321,193.5535653
sgRNA_98,MED16,471.6234173,589.8990905,378.4719197,2618.196058,316.8028887,629.0563997,495.1566775,975.5881724
sgRNA_2452,SIRT2,131.3381668,203.0017113,165.8956612,251.9882462,109.8308357,231.478619,178.8889394,250.2510743
sgRNA_1338,TRIM28,248.3485337,273.0572038,173.0772916,597.5175839,142.6488145,276.8319362,280.6876176,568.9301767
sgRNA_3791,CBX7,166.5606752,439.4389986,387.0898761,236.7162313,113.3314201,381.6746695,343.9411652,211.1493439
sgRNA_4379,CCAR1,381.4776755,726.0296498,552.9855373,596.5630829,307.1762816,669.697684,711.6024108,381.241871
sgRNA_994,HNRNPCL1,253.7214587,389.2856346,378.4719197,337.8933302,130.8343422,315.7062081,349.8711853,514.1877542
sgRNA_4401,C11orf30,248.9455253,312.0653758,193.1858566,322.6213153,97.14121725,272.1199033,310.3377181,291.3078912
sgRNA_750,SIN3B,374.9107671,644.0328801,619.7746996,672.9231576,279.6091794,693.2578488,628.5821296,342.1401406
sgRNA_3414,SYNJ1,185.0674169,316.0458015,457.4698536,385.6183768,170.6534898,389.3317231,371.6145923,117.3051911
sgRNA_4586,LCP2,121.7863002,157.6248582,164.4593351,214.7627099,76.13771082,159.0311123,143.3088188,17.59577866
sgRNA_632,SAMD14,346.8521588,564.4243659,608.2840911,553.610541,237.6021665,585.4700949,555.4452151,566.9750902
sgRNA_5336,HNRNPA2B1,223.8718753,468.0980637,470.3967883,263.4422574,181.592816,332.1983235,558.4102252,267.846853
sgRNA_3243,MED27,153.4268585,206.1860519,182.413411,803.6897853,96.7036442,222.0545531,294.5243312,351.9155732
sgRNA_142,NOVA2,134.9201168,203.0017113,206.8309542,228.1257229,105.0175322,199.0833924,206.5623665,373.4215249
sgRNA_3749,A1CF,184.4704252,279.425885,278.6472578,306.3947994,103.704813,220.8765449,226.3291001,99.70941241
sgRNA_5477,CDYL,279.3921004,540.5418116,592.4845043,651.924137,186.4061196,487.695411,497.1333509,494.636889
sgRNA_2149,RBM38,242.9756086,332.7635895,366.9813111,199.4906949,136.5227918,319.2402328,438.8214867,238.5205552
sgRNA_674,FUS,608.3345091,655.1780721,703.0816118,746.4197294,343.9324178,694.435857,683.9289838,809.4058184
sgRNA_2464,DGKD,392.2235255,749.1161189,825.1693278,791.2812732,255.9802347,623.1663585,677.9989637,766.393915
sgRNA_5103,SCML4,306.8537171,516.6592574,539.3404397,518.2940065,169.7783437,432.3290238,362.7195622,289.3528046
sgRNA_2227,CHAF1A,130.7411752,312.0653758,229.8121714,293.0317863,159.7141635,325.130274,551.4918684,328.454535
sgRNA_3100,EHMT2,140.2930418,226.0881804,190.3132044,197.5816931,89.26490234,203.7954254,267.8392407,33.2364708
sgRNA_3346,NIP7,244.169592,278.6297998,285.8288881,400.8903917,140.0233762,286.2560021,349.8711853,54.7424225
sgRNA_414,WHSC1L1,202.9771669,412.3721037,500.5596357,502.0674906,176.7795125,389.3317231,271.7925875,297.1731507
sgRNA_739,NonTargetingControlGuideForHuman_0769,352.8220755,409.1877632,481.1692338,374.1643656,155.338433,418.781929,387.4279792,222.879863
sgRNA_1884,SIN3A,199.9922086,169.5661353,516.3592225,156.538153,126.4586117,220.2875407,840.0861795,54.7424225
sgRNA_4888,BBOX1,402.9693755,635.2759436,728.935481,717.7847014,227.9755594,521.85765,460.5648937,209.1942574
sgRNA_4526,ALKBH6,234.6177253,300.1240987,381.3445719,394.2088852,179.4049508,353.9914759,328.1277783,199.4188248
sgRNA_1511,UBE2A,155.8148252,199.0212856,160.86852,233.8527285,126.4586117,277.4209403,282.664291,166.182354
sgRNA_4808,G3BP2,344.4641921,567.6087065,611.1567432,522.1120102,267.794707,565.4439548,529.7484614,289.3528046
sgRNA_3557,SETD6,337.8972838,613.7816447,357.6451917,585.1090718,248.5414928,568.3889754,608.8153959,510.2775812
sgRNA_4999,SMC5,132.5321502,210.1664776,191.7495305,218.5807136,117.7071506,198.4943883,185.8072962,31.28138429
sgRNA_1997,CHAF1A,103.2795585,193.4486896,191.0313674,257.7152518,102.8296669,224.9995737,133.425452,201.3739113
sgRNA_5099,SIRT6,608.9315008,755.4848001,785.6703608,594.6540811,358.3723285,699.7368941,766.949265,672.5497622
sgRNA_2964,DAZAP1,126.5622335,187.0800084,211.8580955,355.074347,98.89150946,258.5728085,338.9994818,127.0806237
sgRNA_5368,CHD1,295.5108754,449.7881054,312.4009204,710.1486939,217.9113792,444.1091062,522.8301046,318.6791024
sgRNA_3587,PARP14,137.3080835,201.409541,206.1127912,254.851749,113.3314201,299.2140928,223.3640901,82.11363375
sgRNA_298,PJA2,146.2629585,277.0376295,196.0585087,157.4926539,101.5169478,196.1383718,180.8656128,105.574672
sgRNA_3476,PAN3,305.0627421,568.4047916,562.3216568,551.7015391,217.0362331,431.1510156,245.1074971,314.7689294
sgRNA_3258,TIA1,57.31120007,100.3067279,172.3591285,91.63208954,75.26256472,96.0076715,106.7403616,64.51785509
sgRNA_3241,PRDM6,232.2297586,448.9920203,310.2464313,451.4789412,182.4679621,360.4705212,538.6434915,394.9274766
sgRNA_4055,EPHB1,284.7650254,414.7603592,332.5094854,587.9725746,187.2812657,411.1248755,391.381326,572.8403497
sgRNA_74,SAMD4A,214.9170003,198.2252004,178.1044328,207.1267024,93.2030598,204.9734336,184.8189595,185.7332192
sgRNA_4275,CECR2,179.6944919,292.9593324,242.739106,268.2147621,119.0198698,246.7927261,139.3554721,105.574672
sgRNA_4856,RBM4,500.2790173,508.698406,702.3634487,541.2020288,247.2287736,580.7580619,890.4913502,293.2629777
sgRNA_2991,RBM47,106.8615085,144.8874959,201.803813,317.8488106,101.0793747,186.1253018,171.9705826,111.4399315
sgRNA_2778,TIAL1,211.9320419,296.9397581,290.1378663,172.7646688,135.2100727,293.3240516,286.6176377,115.3501046
sgRNA_1268,ELP3,125.3682502,199.0212856,249.2025733,300.6677938,87.95218319,229.1226025,269.8159141,89.93397982
sgRNA_4901,G3BP1,190.4403419,199.8173707,331.0731594,216.6717117,117.2695776,227.3555902,178.8889394,125.1255371
sgRNA_3807,UPF1,578.4849257,714.8844578,644.9104059,892.4583721,383.3139924,644.959511,502.0750343,623.6725992
sgRNA_2867,PRPF3,204.1711503,264.3002673,313.1190835,230.0347248,151.8378486,333.3763317,238.1891403,80.15854723
sgRNA_2483,HLTF,214.9170003,220.5155844,270.0293013,295.8952891,104.5799591,232.0676231,237.2008036,101.6644989
sgRNA_5071,PAK1,287.7499837,278.6297998,509.1775922,400.8903917,215.723514,327.4862905,361.7312255,461.4004182
sgRNA_1272,CNKSR2,176.7095336,200.6134559,321.0188769,205.2177005,114.2065662,275.0649239,289.5826477,193.5535653
sgRNA_2455,ZCCHC17,117.6073585,217.3312439,213.2944215,254.851749,123.8331733,212.6304872,313.3027281,146.6314888
sgRNA_4920,CTBP2,145.6659669,331.1714192,315.9917356,193.7636893,135.6476457,297.4470804,270.8042508,240.4756417
sgRNA_1438,RBMXL2,344.4641921,585.9186648,325.3278551,350.3018423,183.3431082,407.5908508,373.5912657,175.9577866
sgRNA_2836,RBM25,161.1877502,128.1697079,165.1774982,269.169263,95.39092505,239.7246767,314.2910648,54.7424225
sgRNA_5016,NonTargetingControlGuideForHuman_0702,315.2116004,484.8158517,409.3529302,567.928055,184.2182543,557.1978972,432.8914666,312.8138429
sgRNA_2404,NCOA1,287.7499837,678.2645413,649.9375471,584.1545708,264.2941226,504.1875264,756.0775615,482.9063699
sgRNA_1544,ZMAT5,315.8085921,301.7162689,486.9145381,247.2157416,203.9090416,443.5201021,296.5010045,140.7662293
sgRNA_2064,RBM45,213.7230169,399.6347415,333.2276485,455.2969449,182.0303891,401.1118055,447.7165168,336.2748811
sgRNA_952,ZCCHC17,226.8568336,261.9120118,290.1378663,256.7607509,107.2053974,297.4470804,201.6206831,293.2629777
sgRNA_3889,CIRBP,465.6535006,590.6951756,566.630635,815.1437965,293.611517,570.1559878,670.0922702,566.9750902
sgRNA_2806,CHD5,133.1291418,137.7227296,232.6848235,262.4877565,67.38624981,134.8819434,153.1921857,74.29328768
sgRNA_3157,PABPC5,121.7863002,159.2170285,170.9228024,208.0812033,76.13771082,144.8950134,127.4954319,97.75432589
sgRNA_1612,RBM4B,249.542517,414.7603592,445.261082,527.8390158,195.5951537,416.4259126,445.7398435,207.2391709
sgRNA_3538,STARD13,232.2297586,382.9169535,221.1942149,350.3018423,174.5916472,337.4993605,358.7662155,304.9934968
sgRNA_450,JMJD1C,153.4268585,164.7896245,208.2672803,177.5371735,91.4527676,176.7012359,123.5420852,52.78733598
sgRNA_5468,ANKS1B,222.0809003,485.6119368,462.4969949,464.8419542,168.9031976,382.8526777,632.5354763,349.9604867
sgRNA_1526,SF3B3,192.8283086,227.6803507,310.2464313,330.2573227,123.8331733,303.3371216,324.1744316,142.7213158
sgRNA_752,MOV10L1,399.3874255,749.1161189,786.3885239,551.7015391,294.4866631,729.1871001,627.5937929,522.0081003
sgRNA_3196,KIAA0020,155.8148252,121.8010268,84.02507515,301.6222947,99.76665556,246.7927261,177.9006027,23.46103821
sgRNA_3583,CHD8,430.4309922,661.5467533,789.261176,582.245569,321.1786192,653.7945728,794.6226921,682.3251947
sgRNA_5409,CSRP2BP,158.2027919,199.8173707,206.1127912,292.0772854,110.7059818,169.6331864,254.9908639,322.5892755
sgRNA_2559,PTBP1,256.1094253,364.6069952,247.0480842,875.2773553,172.841355,333.3763317,240.1658137,551.334398
sgRNA_1144,FXR1,222.677892,481.6315111,562.3216568,456.2514458,145.2742528,388.7427189,535.6784815,129.0357102
sgRNA_325,RBM12,282.9740504,343.9087815,439.5157777,450.5244402,185.5309735,339.855377,400.2763561,263.9366799
sgRNA_5519,NSD1,325.3604588,402.819082,601.1024607,444.7974346,185.0934004,401.1118055,290.5709844,224.8349496
sgRNA_1192,MED27,341.4792338,490.3884477,420.8435388,1271.395242,235.8518743,395.8107684,307.372708,838.7321162
sgRNA_1988,SAMD4A,237.005692,406.0034226,432.3341474,433.3434235,175.0292203,458.2452051,467.4832505,346.0503137
sgRNA_1899,PPRC1,302.0777837,471.2824043,552.2673743,461.0239505,225.7876942,393.4547519,353.8245321,109.484845
sgRNA_1831,YTHDC1,77.0119251,81.20068452,44.5261082,174.6736707,80.95101438,67.73547376,47.44016072,11.73051911
sgRNA_1217,ACTL6B,283.571042,452.1763608,420.8435388,418.0714085,251.6045042,498.8864893,456.611547,375.3766114
sgRNA_5479,BRDT,314.0176171,432.2742323,352.6180504,360.8013526,169.3407706,504.1875264,619.6870994,477.0411104
sgRNA_3383,NonTargetingControlGuideForHuman_0793,362.9709338,472.8745745,366.2631481,447.6609374,173.7165011,450.5881515,494.1683409,170.0925271
sgRNA_2677,KIAA0430,123.5772752,192.6526044,263.565834,216.6717117,94.953352,182.5912771,292.5476578,185.7332192
sgRNA_1512,TP73,425.6550589,789.7164612,686.5638619,760.7372434,298.4248206,680.2997582,557.4218885,1200.423122
sgRNA_4322,DMAP1,231.0357753,338.3361855,322.4552029,545.9745335,185.0934004,472.3813039,573.2352754,146.6314888
sgRNA_5043,EEF1G,251.9304837,305.6966947,628.3926561,362.7103544,175.4667933,389.9207272,1009.091752,44.96698991
sgRNA_2857,MKRN1,455.5046423,593.8795162,580.9938957,668.1506529,280.0467524,580.7580619,553.4685418,391.0173036
sgRNA_1332,ATRX,254.915442,401.2269117,499.1233097,388.4818796,171.0910628,424.0829661,369.637919,193.5535653
sgRNA_2451,ZC3H11A,289.5409587,396.4504009,458.1880166,315.9398087,156.2135791,309.8161669,378.5329491,203.3289979
sgRNA_137,MKRN1,195.2162753,304.1045244,367.6994742,457.2059468,143.5239606,396.3997725,362.7195622,166.182354
sgRNA_2004,CBX2,349.8371171,468.8941488,425.8706801,411.389902,238.0397396,620.221338,564.3402453,396.8825631
sgRNA_2602,HNRNPA3,202.9771669,328.7831638,476.8602556,274.8962686,109.8308357,250.3267508,238.1891403,275.667199
sgRNA_2182,LSM10,355.8070338,626.519007,558.0126786,627.1071128,242.8530431,524.8026706,425.9731098,580.6606958
sgRNA_1065,RCOR2,204.7681419,278.6297998,417.9708867,316.8943097,127.3337578,245.0257138,182.8422861,234.6103821
sgRNA_630,NEIL2,159.9937669,315.2497164,188.1587153,383.709375,125.5834655,256.216792,331.0927884,218.96969
sgRNA_3176,CDY2A,306.8537171,265.8924375,362.6723329,461.9784514,161.9020288,353.4024718,458.5882203,152.4967484
sgRNA_4666,SETDB2,222.677892,437.0507431,341.1274419,333.1208255,208.2847721,414.6589002,514.9234112,285.4426316
sgRNA_1907,EPHA1,235.8117086,362.2187398,362.6723329,356.0288479,147.024545,321.0072452,259.9325473,185.7332192
sgRNA_4997,RAD54B,401.7753922,619.3542407,503.4322879,592.7450792,318.990754,581.9360702,725.4391244,594.3463014
sgRNA_4899,METTL5,355.2100421,514.2710019,446.6974081,580.3365671,233.226436,511.8445799,310.3377181,346.0503137
sgRNA_5240,SMARCD1,171.3366086,234.845117,190.3132044,603.2445895,120.770162,255.0387838,188.7723062,197.4637383
sgRNA_4237,EWSR1,326.5544421,467.3019785,536.4677875,395.1633861,234.1015821,506.5435429,531.7251348,318.6791024
sgRNA_1016,HMGB3,182.6794502,255.5433307,214.0125846,416.1624067,98.01636336,233.2456314,235.2241302,95.79923938
sgRNA_4805,SIRT2,176.1125419,182.3034976,195.3403457,86.85958488,90.57762149,189.6593265,172.9589193,95.79923938
sgRNA_3088,CXXC1,125.9652418,145.683581,151.5324005,144.1296408,63.0105193,148.4290381,138.3671354,58.65259554
sgRNA_830,L3MBTL4,578.4849257,898.7801257,1174.914726,1053.76903,431.447028,1056.673391,1007.115079,645.1785509
sgRNA_1504,MED11,434.0129422,330.3753341,256.3842037,2192.488642,379.813408,393.4547519,317.2560748,2893.528046
sgRNA_2311,CARM1,187.4553836,260.3198415,359.0815178,207.1267024,162.7771749,332.1983235,151.2155123,357.7808328
sgRNA_358,ZC3H8,34.62551671,47.76510854,43.08978213,60.13355876,47.69546253,37.69626366,16.80172359,0
sgRNA_2833,RBM12,245.960567,345.5009518,306.6556162,425.707416,164.5274671,272.1199033,445.7398435,353.8706597
sgRNA_668,RCAN2,359.3889838,554.8713442,611.1567432,503.9764925,241.1027509,598.4281855,608.8153959,692.1006273
sgRNA_4555,ZFP36L1,139.6960502,288.1828215,239.8664539,222.3987173,138.7106571,279.7769568,410.1597229,267.846853
sgRNA_2189,NonTargetingControlGuideForHuman_0763,211.3350503,233.2529467,245.6117581,310.2128031,112.018701,204.3844295,236.2124669,414.4783418
sgRNA_3158,SETD4,89.54875011,257.135501,255.6660406,296.8497901,116.3944315,168.4551782,232.2591202,248.2959878
sgRNA_3577,RNF20,204.7681419,271.4650335,321.0188769,224.3077192,113.7689932,357.5255006,367.6612456,181.8230462
sgRNA_3609,MBD2,144.4719835,206.1860519,135.7328137,216.6717117,88.82732929,222.6435572,215.4573966,226.7900361
sgRNA_1397,NOL8,223.2748836,297.7358432,287.9833772,161.3106576,137.835511,310.405171,485.2733107,310.8587563
sgRNA_1303,HIF1AN,340.2852504,464.117638,849.586871,393.2543843,222.7246828,466.4912627,593.002009,334.3197946
sgRNA_3201,HIF1AN,296.107867,343.1126963,411.5074193,347.4383395,161.0268827,331.6093193,245.1074971,224.8349496
sgRNA_1919,ING1,244.169592,338.3361855,400.0168108,424.7529151,177.2170855,360.4705212,294.5243312,205.2840844
sgRNA_2195,RBM14,189.8433502,295.3475878,407.9166042,383.709375,150.5251294,336.9103564,293.5359945,340.1850541
sgRNA_816,SNRPF,180.8884752,216.5351587,107.0062923,271.0782649,176.3419394,269.7638868,357.7778788,463.3555047
sgRNA_843,CHD1L,433.4159506,600.2481973,574.5304284,573.6550606,272.6080106,609.6192638,787.7043353,592.3912149
sgRNA_1874,NonTargetingControlGuideForHuman_0721,152.2328752,394.8582306,308.8101053,459.1149486,171.9662089,399.9337972,307.372708,252.2061608
sgRNA_2728,EP300,244.169592,511.8827465,466.8059731,890.5493702,316.8028887,535.9937488,583.1186422,563.0649172
sgRNA_709,RBM22,170.7396169,68.46332224,105.5699662,127.903125,101.9545208,89.52862618,98.83366817,23.46103821
sgRNA_745,CHD9,201.1861919,320.8223124,394.9896695,342.6658348,140.0233762,352.8134676,292.5476578,170.0925271
sgRNA_2332,TET2,242.9756086,433.8664026,224.0668671,419.0259095,214.8483679,382.8526777,360.7428888,330.4096215
sgRNA_2747,HIRA,178.5005086,253.9511604,111.3152705,416.1624067,89.26490234,168.4551782,155.168859,130.9907967
sgRNA_934,SAMD12,216.7079753,253.1550753,379.9082458,283.486777,96.7036442,202.6174171,241.1541503,107.5297585
sgRNA_2568,BAZ2A,159.9937669,253.9511604,142.196281,464.8419542,107.2053974,210.2744707,200.6323464,203.3289979
sgRNA_4787,HAT1,337.8972838,391.67389,423.7161909,751.192234,213.0980757,461.1902257,718.5207676,252.2061608
sgRNA_4649,KAT5,251.9304837,233.2529467,286.5470512,336.9388292,175.0292203,366.3605624,171.9705826,512.2326677
sgRNA_1949,U2AF2,224.468867,269.0767781,244.8935951,256.7607509,164.9650401,296.8580763,162.0872158,527.8733598
sgRNA_2883,HNRPDL,145.0689752,163.1974542,244.8935951,117.4036147,94.953352,165.5101576,200.6323464,46.92207643
sgRNA_1442,KDM3B,407.7453089,546.9104928,736.8352744,314.0308069,284.860056,575.4570249,652.3022099,580.6606958
sgRNA_542,HNRNPR,229.841792,467.3019785,455.3153645,497.2949859,234.1015821,544.2398065,273.7692608,662.7743296
sgRNA_5407,HDAC2,158.2027919,230.0686061,284.3925621,199.4906949,137.3979379,351.0464553,416.089743,156.4069214
sgRNA_87,ALKBH2,297.898842,400.4308266,491.9416793,344.5748367,192.5321423,419.3709332,288.5943111,289.3528046
