sgRNA,Gene,Day3.bulk.no1,Day9.bulk.no1,Day9.CD11b.low.no1,Day9.CD11b.high.no1,Day3.bulk.no2,Day9.bulk.no2,Day9.CD11b.low.no2,Day9.CD11b.high.no2
sgRNA_1399,PAN3,155.8148252,226.0881804,229.0940083,419.0259095,108.0805435,225.5885778,170.9822459,103.6195854
sgRNA_3192,BAZ1B,197.6042419,187.8760936,104.8518032,406.6173973,123.8331733,229.1226025,301.4426879,130.9907967
sgRNA_4775,FTO,148.0539335,160.8091988,159.4321939,175.6281716,96.26607115,153.7300752,244.1191604,80.15854723
sgRNA_824,ING1,447.1467589,605.0247082,719.5993616,390.3908815,370.1868009,711.5169765,797.5877021,514.1877542
sgRNA_1663,PPP1R10,237.005692,275.4454592,435.2067995,314.0308069,218.7865253,381.6746695,566.3169186,392.9723901
sgRNA_5247,MKRN2,233.423742,167.973965,221.1942149,188.0366837,139.5858032,249.7377467,229.2941102,201.3739113
sgRNA_5204,TEP1,312.8236337,260.3198415,275.0564426,524.0210121,210.0350643,265.0518538,294.5243312,130.9907967
sgRNA_5401,HELZ,482.3692673,714.8844578,1131.824944,630.9251165,329.9300802,844.6319075,866.7712699,414.4783418
sgRNA_5380,EPHA5,339.6882588,701.3510104,891.2403271,482.022971,257.2929538,544.2398065,651.3138733,477.0411104
sgRNA_5182,PPIL4,106.2645168,117.8206011,100.542825,139.3571362,74.82499167,114.2667992,174.9355927,130.9907967
sgRNA_2758,CHD1L,274.0191754,336.7440152,369.8539633,347.4383395,225.3501211,331.6093193,310.3377181,258.0714204
sgRNA_5080,CNKSR3,315.8085921,464.9137231,612.5930693,574.6095615,169.7783437,584.8810908,547.5385217,389.0622171
sgRNA_3615,PPFIA3,211.3350503,370.9756763,196.0585087,363.6648554,157.0887252,329.2533029,321.2094216,177.9128731
sgRNA_4861,HNRNPD,235.8117086,374.956102,211.8580955,553.610541,183.3431082,324.5412699,194.7023263,275.667199
sgRNA_329,ACO1,263.2733253,523.8240237,471.1149513,446.7064365,232.788863,398.1667849,362.7195622,531.7835329
sgRNA_957,RAD54L2,152.2328752,202.2056262,131.4238355,179.4461754,65.19838455,219.6985366,416.089743,123.1704506
sgRNA_1327,AURKB,213.1260253,159.2170285,230.5303344,205.2177005,135.2100727,174.9342235,120.5770752,56.69750902
sgRNA_3017,PPIE,90.14574178,73.23983309,96.23384676,121.2216185,42.00701287,97.18567974,150.2271756,99.70941241
sgRNA_170,SNRPB2,352.2250838,279.425885,296.6013337,342.6658348,172.403782,426.4389826,477.3666173,115.3501046
sgRNA_963,TP73,206.5591169,329.5792489,280.0835838,150.8111474,143.9615337,272.7089074,322.1977582,185.7332192
sgRNA_3310,BRDT,364.7619088,538.1535562,631.9834712,596.5630829,308.4890007,612.5642844,501.0866976,293.2629777
sgRNA_2025,NonTargetingControlGuideForHuman_0767,201.7831836,327.9870786,224.7850301,319.7578125,125.1458925,256.8057962,505.0400444,93.84415286
sgRNA_5096,JHDM1D,253.124467,381.3247832,611.8749062,539.293027,213.5356487,399.9337972,453.6465369,136.8560563
sgRNA_4399,MLL,175.5155502,222.9038399,520.6682007,352.2108442,148.7748372,307.4601504,99.82200485,203.3289979
sgRNA_1496,OGT,245.3635753,288.1828215,437.3612886,323.5758162,161.9020288,301.5701092,233.2474569,260.0265069
sgRNA_423,MBNL3,131.9351585,374.1600169,233.4029865,297.804291,117.2695776,294.5020598,258.9442106,218.96969
sgRNA_1622,EPHB2,241.7816253,303.3084392,235.5574756,327.3938199,144.8366798,210.8634748,137.3787988,381.241871
sgRNA_3689,RALYL,117.6073585,183.8956679,137.1691398,191.8546875,69.57411506,143.1280011,138.3671354,64.51785509
sgRNA_2192,CHD5,297.3018504,535.7653008,404.325789,592.7450792,251.1669311,480.6273616,577.1886221,459.4453317
sgRNA_5278,MED15,79.99688344,101.1028131,50.27141249,125.9941231,110.2684088,154.9080835,226.3291001,140.7662293
sgRNA_4558,SETD2,274.0191754,475.26283,470.3967883,430.4799207,198.220592,460.6012215,483.2966374,367.5562654
sgRNA_4651,U2AF2,423.8640839,700.5549253,665.7371339,850.460331,295.7993823,659.0956098,570.2702654,703.8311464
sgRNA_1212,RNPC3,294.9138837,503.12581,496.2506575,400.8903917,230.6009977,478.2713451,430.9147932,189.6433922
sgRNA_1368,BBOX1,197.0072503,287.3867364,478.2965816,280.6232742,141.7736684,273.8869156,261.9092207,308.9036698
sgRNA_1596,PRMT5,184.4704252,133.7423039,147.9415853,287.3047807,147.024545,332.1983235,255.9792006,177.9128731
sgRNA_1435,PRDM13,433.4159506,591.4912608,673.6369273,642.3791277,270.8577184,613.1532885,790.6693454,557.1996576
sgRNA_310,SNRPN,165.9636835,271.4650335,263.565834,223.3532183,95.8284981,269.7638868,411.1480596,78.20346072
sgRNA_5323,HMGA2,307.4507087,405.2073374,369.8539633,636.6521221,204.7841877,421.7269496,471.4365972,70.38311464
sgRNA_5436,METTL17,228.050817,231.6607764,375.5992676,263.4422574,116.3944315,260.3398209,318.2444115,142.7213158
sgRNA_2476,EEF1G,196.4102586,226.0881804,522.8226898,209.9902052,164.089894,275.653928,258.9442106,105.574672
sgRNA_5150,PRDM1,399.9844172,718.0687984,377.7537567,825.6433068,248.1039197,645.5485151,909.2697472,377.331698
sgRNA_2841,NonTargetingControlGuideForHuman_0803,148.6509252,300.1240987,254.2297146,501.1129897,136.5227918,360.4705212,216.4457333,371.4664384
sgRNA_335,ZC3H18,149.2479169,203.0017113,204.6764651,233.8527285,86.63946404,168.4551782,152.203849,39.10173036
sgRNA_2563,CHD4,360.5829671,862.1602091,866.1046208,1022.270499,356.6220363,859.9460146,967.5816114,748.7981363
sgRNA_4567,HNRNPCL1,306.8537171,452.1763608,621.2110257,369.391861,218.3489523,382.8526777,497.1333509,197.4637383
sgRNA_1984,CBX4,188.6493669,331.9675044,265.0021601,398.9813899,152.2754216,342.2113935,373.5912657,82.11363375
sgRNA_4626,ACTL6B,224.468867,381.3247832,461.7788318,345.5293376,161.4644557,385.2086942,339.9878185,428.1639474
sgRNA_5453,LARP1,634.0051508,1057.201069,833.0691212,984.0904616,389.8775882,887.6292083,1191.934038,828.9566836
sgRNA_4971,ALKBH7,152.8298669,251.562905,271.4656274,215.7172108,154.9008599,253.8607756,223.3640901,127.0806237
sgRNA_2760,SSB,44.17738339,78.81242909,149.3779114,119.3126166,49.88332778,78.33754791,36.56845722,33.2364708
sgRNA_4372,SETDB2,93.72769179,140.9070702,198.9311608,265.3512593,62.57294625,194.3713595,142.3204822,172.0476136
sgRNA_3638,INO80,124.7712585,146.4796662,248.4844103,184.21868,84.45159878,150.1960505,206.5623665,29.32629777
sgRNA_2117,SNRPD3,711.6140676,1068.346261,897.7037944,1156.85513,466.452872,1017.210115,1195.887385,809.4058184
sgRNA_1603,RBM24,234.6177253,358.238314,438.7976147,356.0288479,148.7748372,323.9522658,520.8534313,189.6433922
sgRNA_3762,H1FNT,202.3801753,230.0686061,269.3111383,222.3987173,99.32908251,272.1199033,247.0841704,103.6195854
sgRNA_3251,RALY,48.35632506,234.845117,181.695248,179.4461754,78.32557607,165.5101576,149.2388389,68.42802813
sgRNA_4029,ESRP1,140.8900335,245.1942238,376.3174306,355.074347,132.1470613,286.8450063,226.3291001,21.5059517
sgRNA_3662,CHD3,237.6026836,428.2938066,336.8184637,396.1178871,177.6546586,412.3028837,527.771788,357.7808328
sgRNA_5091,EPHA4,216.7079753,300.9201838,221.1942149,162.2651586,111.5811279,325.7192781,247.0841704,134.9009697
sgRNA_4130,METTL21B,363.5679255,717.2727132,508.4594291,507.7944962,282.6721907,626.7003833,467.4832505,731.2023577
sgRNA_5505,MED17,327.1514338,329.5792489,146.5052592,736.8747201,160.1517366,291.5570392,262.8975573,697.9658869
sgRNA_1020,CSRP2BP,223.8718753,404.4112523,313.1190835,466.7509561,174.5916472,369.8945871,261.9092207,451.6249856
sgRNA_1436,HNRNPR,134.9201168,132.9462188,153.6868896,170.855667,82.70130658,177.29024,254.0025272,105.574672
sgRNA_1951,PABPN1,177.3065252,253.9511604,173.7954546,412.3444029,127.3337578,276.2429321,274.7575975,84.06872027
sgRNA_5550,PARP10,213.7230169,269.0767781,272.9019535,245.3067397,130.8343422,244.4367096,158.1338691,105.574672
sgRNA_2949,MED24,254.915442,229.272521,417.2527236,580.3365671,148.7748372,305.104134,515.9117479,334.3197946
sgRNA_2398,EPHA8,454.3106589,812.8029303,659.9918296,613.7440997,347.8705753,646.1375192,752.1242148,608.0319071
sgRNA_2759,TRNAU1AP,366.5528838,476.8550003,683.6912098,403.7538945,276.546168,551.307856,502.0750343,277.6222855
sgRNA_4624,NUFIP1,125.9652418,234.845117,173.7954546,293.9862873,111.1435549,269.7638868,497.1333509,218.96969
sgRNA_1281,METTL11B,416.1031922,570.7930471,566.630635,649.0606342,262.9814035,457.6562009,491.2033308,355.8257463
sgRNA_2906,SIN3B,389.2385672,532.5809602,394.9896695,1065.223041,280.0467524,595.4831649,333.0694617,457.4902452
sgRNA_2009,SF3B4,155.2178335,89.16153594,95.51568372,40.08903917,129.08405,106.6097457,119.5887385,179.8679596
sgRNA_1429,PPFIA1,257.3034087,445.0115946,596.0753195,541.2020288,195.1575806,464.7242504,427.9497832,232.6552956
sgRNA_1170,CXXC1,205.3651336,292.9593324,91.92486854,365.5738572,147.4621181,299.8030969,238.1891403,103.6195854
sgRNA_4402,SNRPG,260.8853587,301.7162689,286.5470512,245.3067397,122.9580272,266.2298621,186.7956328,95.79923938
sgRNA_178,LEMD3,189.8433502,273.853289,399.2986477,213.8082089,137.3979379,327.4862905,319.2327482,117.3051911
sgRNA_355,CCAR1,294.9138837,484.0197665,467.5241361,740.6927238,220.5368176,457.0671968,371.6145923,746.8430498
sgRNA_1894,BRDT,159.9937669,329.5792489,178.8225958,350.3018423,158.4014444,320.4182411,317.2560748,177.9128731
sgRNA_3735,PHC1,380.8806838,316.8418866,448.8518972,477.2504664,249.8542119,412.8918878,621.6637728,295.2180642
sgRNA_2528,ZC3H15,146.2629585,251.562905,350.4635613,283.486777,123.8331733,305.104134,244.1191604,54.7424225
sgRNA_1789,BOLL,235.8117086,230.8646913,338.9729528,217.6262127,124.7083194,244.4367096,256.9675372,121.2153641
sgRNA_5121,BAZ2B,592.2157341,840.6659103,882.6223706,713.0121967,394.2533187,946.5296202,682.9406471,623.6725992
sgRNA_102,ESCO2,344.4641921,504.7179802,497.6869836,421.8894123,250.729358,443.5201021,417.0780797,392.9723901
sgRNA_1633,METTL15,162.9787252,327.1909935,382.0627349,188.9911847,164.9650401,279.7769568,342.9528286,263.9366799
sgRNA_2042,EED,158.7997835,196.6330302,229.0940083,242.4432369,137.3979379,285.0779939,242.142487,97.75432589
sgRNA_846,WRN,386.2536088,452.972446,874.0044142,564.1100512,262.9814035,570.1559878,436.8448133,144.6764023
sgRNA_4429,FUS,265.661292,265.0963524,298.7558228,368.43736,202.1587494,381.0856654,254.9908639,222.879863
sgRNA_5268,SMARCA1,381.4776755,413.1681889,333.9458115,505.8854943,217.0362331,339.855377,500.098361,172.0476136
sgRNA_53,SMARCE1,94.32468345,167.973965,192.4676935,277.7597714,82.70130658,166.0991617,202.6090198,70.38311464
sgRNA_4889,RCOR3,130.7411752,130.5579633,155.1232157,95.45009327,77.88800302,153.1410711,164.0638892,86.02380679
sgRNA_3152,ING5,207.1561086,346.2970369,268.5929753,360.8013526,147.4621181,432.9180279,394.346336,160.3170945
sgRNA_165,A1CF,88.95175845,27.06689484,64.6346732,63.95156249,46.82031642,48.88734193,37.55679391,0
sgRNA_1480,ANKS4B,199.9922086,158.4209433,146.5052592,272.0327658,105.4551052,247.9707344,196.6789997,121.2153641
sgRNA_2266,ZNF74,393.4175088,687.817563,679.3822316,714.9211986,256.8553808,706.8049435,401.2646928,770.304088
sgRNA_4946,NAP1L4,382.6716588,624.9268367,450.2882233,846.6423273,307.6138546,609.6192638,903.3397271,651.0438105
sgRNA_2312,ZFP36L1,188.6493669,212.554733,216.1670737,249.1247434,99.32908251,232.6566272,313.3027281,338.2299676
sgRNA_33,RBM7,19.70072503,70.85157767,62.48018409,51.54305037,35.44341711,73.03651083,54.35851749,35.19155732
sgRNA_4850,SF1,425.0580672,530.1927048,330.3549963,625.1981109,282.2346177,476.5043328,666.1389235,318.6791024
sgRNA_3173,L3MBTL3,743.8516176,1047.648047,1157.678813,1223.670196,512.3980424,1006.60804,1090.13536,1350.964784
sgRNA_4716,TUT1,407.7453089,445.8076797,392.1170174,925.8659047,234.9767282,396.3997725,311.3260547,1863.197452
sgRNA_4113,SART3,74.02696676,93.14196165,78.27977087,202.3541977,99.76665556,86.58360558,107.7286983,60.60768205
sgRNA_3927,KDM4B,137.3080835,175.9348165,84.02507515,198.536194,63.0105193,144.3060093,101.7986782,109.484845
sgRNA_3986,MEX3D,207.1561086,376.5482723,333.2276485,422.8439132,169.7783437,416.4259126,306.3843713,218.96969
sgRNA_1052,BRD7,172.5305919,128.1697079,151.5324005,209.0357043,85.76431794,210.8634748,185.8072962,68.42802813
sgRNA_5324,ZFR,150.4419002,165.5857096,246.3299212,268.2147621,112.8938471,242.0806932,305.3960347,123.1704506
sgRNA_4669,RNF40,227.4538253,542.9300671,516.3592225,340.756833,192.0945693,420.5489414,339.9878185,543.514052
sgRNA_1697,AKAP1,504.457959,718.0687984,659.9918296,715.8756995,292.2987979,700.9149023,565.3285819,660.819243
sgRNA_413,RAP1B,240.587642,312.0653758,291.5741924,436.2069262,190.3442771,329.842307,347.894512,195.5086518
sgRNA_5205,METTL7A,134.9201168,155.2366028,328.9186703,123.1306203,75.70013777,137.2379599,224.3524268,127.0806237
sgRNA_376,RBM38,285.362017,547.7065779,382.0627349,400.8903917,222.2871098,484.7503904,338.9994818,721.4269251
sgRNA_1348,ANKRD17,389.2385672,623.3346664,473.9876034,650.0151352,255.5426616,557.1978972,523.8184413,533.7386194
sgRNA_5534,KAT2A,257.3034087,384.5091237,440.9521038,323.5758162,153.1505677,241.491689,312.3143914,348.0054002
sgRNA_2770,DKC1,213.1260253,359.8304843,269.3111383,386.5728777,140.8985223,504.7765305,323.1860949,107.5297585
sgRNA_552,MED8,543.859409,706.9236064,630.5471452,565.0645522,277.8588872,609.6192638,676.0222903,723.3820116
sgRNA_4840,CNKSR3,226.8568336,253.1550753,295.8831706,388.4818796,122.0828811,275.0649239,338.9994818,99.70941241
sgRNA_2644,CDY1,392.8205172,535.7653008,524.2590159,664.3326492,266.0444148,472.970308,569.2819287,602.1666475
sgRNA_3071,YTHDC1,432.2219672,536.5613859,308.0919422,582.245569,271.2952914,411.1248755,567.3052553,518.0979272
sgRNA_1584,RNF113B,287.152992,369.383506,318.1462247,400.8903917,175.9043664,419.3709332,325.1627683,420.3436013
sgRNA_1890,NIP7,253.7214587,296.1436729,378.4719197,378.9368703,143.0863876,296.8580763,195.690663,93.84415286
sgRNA_3399,PPP1R10,216.1109836,246.7863941,494.8143315,325.4848181,146.1493989,312.1721834,571.258602,87.9788933
sgRNA_616,GAPDH,219.6929336,149.6640068,168.0501503,215.7172108,125.1458925,194.9603636,236.2124669,101.6644989
sgRNA_4875,ERCC6,321.1815171,421.1290403,436.6431256,346.4838386,121.6453081,337.4993605,363.7078989,426.2088609
sgRNA_2324,PRMT5,221.4839086,244.3981387,147.2234223,307.3493003,129.9591961,236.7796561,281.6759543,144.6764023
sgRNA_334,ZC3H11A,39.99844172,60.50247082,84.74323819,70.63306902,16.62777593,71.85850259,40.52180395,9.775432589
sgRNA_5377,KAT6B,423.8640839,671.099775,762.6891437,680.559165,233.226436,651.4385563,614.745416,512.2326677
sgRNA_4627,ARAP2,81.19086677,135.3344742,130.7056725,118.3581157,55.13420439,125.4578775,39.53346727,23.46103821
sgRNA_5494,DHX8,185.0674169,209.3703924,257.8205297,212.853708,155.338433,265.6408579,405.2180395,324.544362
sgRNA_4405,METTL21A,121.1893085,208.5743073,264.2839971,148.9021455,70.01168811,213.2194913,263.885894,37.14664384
sgRNA_2129,HDAC6,259.0943837,496.7571288,344.718257,362.7103544,193.8448615,469.4362833,485.2733107,228.7451226
sgRNA_5341,PHC3,952.7987012,1660.633607,1127.515966,1556.791021,756.1262316,1437.759056,1202.805742,1871.017798
sgRNA_2387,NonTargetingControlGuideForHuman_0717,227.4538253,231.6607764,367.6994742,287.3047807,132.5846344,287.4340104,289.5826477,222.879863
sgRNA_2787,ZRSR2,81.78785844,85.18111023,138.6054659,114.5401119,63.8856654,155.4970876,124.5304219,48.87716295
sgRNA_2425,NOVA2,201.1861919,255.5433307,199.6493239,263.4422574,154.0257138,345.1564141,298.4776779,369.5113519
sgRNA_604,PHF7,184.4704252,278.6297998,306.6556162,293.0317863,137.3979379,230.3006108,391.381326,246.3409013
sgRNA_1307,TRNAU1AP,265.661292,273.853289,240.5846169,335.0298274,200.8460303,349.868447,216.4457333,348.0054002
sgRNA_5018,MBD5,202.3801753,340.7244409,274.3382796,272.0327658,129.08405,299.8030969,173.947256,185.7332192
sgRNA_1233,CHD6,98.50362513,143.2953256,134.2964876,167.9921642,43.31973202,133.114931,216.4457333,50.83224946
sgRNA_3701,SYNJ2,231.632767,626.519007,440.9521038,871.4593516,213.9732218,553.6638724,520.8534313,430.1190339
sgRNA_3277,RBM19,170.7396169,260.3198415,315.2735726,269.169263,140.8985223,317.4732205,272.7809242,220.9247765
sgRNA_5198,PHF1,187.4553836,353.4618032,287.9833772,465.7964552,125.5834655,262.6958373,351.8478587,175.9577866
sgRNA_2800,HNRNPK,428.0430255,487.2041071,622.6473518,543.1110307,222.7246828,424.0829661,800.5527122,267.846853
sgRNA_3747,HDAC5,197.6042419,330.3753341,374.8811045,299.7132929,161.9020288,324.5412699,511.9584011,136.8560563
sgRNA_2571,CCNO,359.3889838,597.8599419,387.8080392,671.0141557,256.8553808,638.4804657,537.6551549,522.0081003
sgRNA_2012,WHSC1L1,220.2899253,374.956102,471.8331143,295.8952891,131.2719152,310.9941752,169.0055726,416.4334283
sgRNA_1013,SMC1B,127.7562168,170.3622205,211.1399324,175.6281716,92.3279137,201.4394089,203.5973564,50.83224946
sgRNA_5236,PJA2,274.0191754,291.3671621,244.1754321,496.340485,139.1482301,368.1275748,377.5446124,174.0027001
sgRNA_1342,SNRPB,273.4221837,537.3574711,471.1149513,534.5205223,196.4702998,583.1140784,351.8478587,383.1969575
sgRNA_523,HMGB4,488.339184,1085.860134,1088.735162,954.5009327,425.7585783,1140.311976,950.7798878,961.9025668
sgRNA_785,SUZ12,132.5321502,112.2480051,130.7056725,163.2196595,62.1353732,138.4159681,131.4487787,68.42802813
sgRNA_3937,MKRN1,202.3801753,258.7276713,206.1127912,144.1296408,95.39092505,182.002273,250.0491805,48.87716295
sgRNA_614,HINFP,294.9138837,359.8304843,285.1107251,425.707416,170.6534898,362.2375336,238.1891403,455.5351587
sgRNA_3785,SYNJ1,167.1576669,259.5237564,435.2067995,337.8933302,143.5239606,343.9784059,366.6729089,254.1612473
sgRNA_1990,PPIE,188.0523752,275.4454592,374.1629415,484.8864738,161.9020288,369.8945871,308.3610447,134.9009697
sgRNA_4678,IGF2BP3,225.6628503,373.3639318,344.718257,370.3463619,191.6569962,429.9730073,436.8448133,379.2867845
sgRNA_146,CSTF2T,192.8283086,284.998481,291.5741924,368.43736,102.8296669,218.5205284,418.0664164,74.29328768
sgRNA_2642,FTO,211.3350503,226.0881804,359.7996808,145.0841418,108.9556896,209.0964625,191.7373163,86.02380679
sgRNA_4711,ELAVL2,257.9004003,374.1600169,476.1420925,390.3908815,170.6534898,290.9680351,257.9558739,115.3501046
sgRNA_1152,SETD6,274.0191754,592.2873459,472.5512774,551.7015391,167.1529054,588.4151155,503.063371,193.5535653
sgRNA_2909,NonTargetingControlGuideForHuman_0692,130.7411752,240.417713,310.9645944,199.4906949,94.51577895,274.4759197,305.3960347,113.395018
sgRNA_4065,METTL12,319.9875337,518.2514277,376.3174306,726.3752098,210.9102104,469.4362833,392.3696626,518.0979272
sgRNA_655,ZCRB1,187.4553836,131.3540485,292.2923554,249.1247434,134.7724996,292.7350474,240.1658137,136.8560563
sgRNA_2864,EDF1,239.3936586,227.6803507,244.8935951,293.0317863,116.8320045,343.9784059,195.690663,213.1044304
sgRNA_2023,CASKIN1,175.5155502,297.7358432,310.2464313,197.5816931,149.2124103,328.6642987,183.8306228,148.5865754
sgRNA_4333,TMLHE,305.6597337,444.2155094,512.0502443,464.8419542,195.5951537,404.6458302,457.5998836,95.79923938
sgRNA_3908,KRR1,68.65404175,129.7618782,140.759955,205.2177005,73.51227252,134.8819434,151.2155123,344.0952271
sgRNA_2957,KDM5C,244.169592,171.1583056,231.2484974,353.1653451,100.6418017,240.3136808,222.3757534,80.15854723
sgRNA_4047,ANKHD1,121.1893085,224.4960101,48.11692338,315.9398087,65.6359576,232.0676231,157.1455324,80.15854723
sgRNA_4103,USP16,115.2193918,168.7700502,195.3403457,175.6281716,71.76198031,198.4943883,176.912266,35.19155732
sgRNA_3490,PABPC3,145.0689752,331.9675044,394.9896695,260.5787546,111.5811279,356.3474924,155.168859,277.6222855
sgRNA_1374,TRMT1,205.9621253,320.0262272,365.5449851,614.6986007,177.6546586,402.8788178,405.2180395,263.9366799
sgRNA_5381,RBM20,163.5757169,187.8760936,139.3236289,117.4036147,88.82732929,232.0676231,269.8159141,56.69750902
sgRNA_1273,YBX2,226.8568336,355.0539735,360.5178438,422.8439132,196.9078728,399.3447931,570.2702654,174.0027001
sgRNA_4126,PSPC1,263.2733253,284.998481,425.8706801,285.3957789,159.2765905,348.1014347,276.7342709,152.4967484
sgRNA_5431,EPHB1,234.6177253,387.6934643,355.4907026,303.5312966,170.2159167,263.8738456,392.3696626,263.9366799
sgRNA_3315,CHRAC1,273.4221837,363.81091,523.5408529,335.9843283,187.2812657,364.59355,224.3524268,170.0925271
sgRNA_2185,BRD2,268.0492587,238.0294576,324.609692,339.802332,150.5251294,306.2821422,952.7565612,107.5297585
sgRNA_5310,SRBD1,228.050817,301.7162689,385.6535501,236.7162313,139.5858032,329.842307,267.8392407,148.5865754
sgRNA_2478,METTL24,158.7997835,324.0066529,206.1127912,306.3947994,140.4609493,233.8346355,258.9442106,232.6552956
sgRNA_1838,WHSC1L1,66.86306675,98.71455765,71.81630355,86.85958488,49.88332778,118.9788322,106.7403616,60.60768205
sgRNA_1704,STIM1,231.0357753,522.2318534,578.1212436,452.4334421,213.9732218,513.0225882,541.6085016,320.6341889
sgRNA_4880,MED17,198.7982253,237.2333724,200.3674869,913.4573926,144.8366798,212.6304872,154.1805223,312.8138429
sgRNA_382,TAF15,328.9424088,368.5874209,340.4092788,416.1624067,224.9125481,484.7503904,568.293592,189.6433922
sgRNA_1394,RBM4,345.0611838,437.0507431,456.7516906,717.7847014,193.4072884,425.2609744,657.2438933,457.4902452
sgRNA_1434,PLOD1,537.8894924,679.8567116,746.8895569,538.338526,326.8670689,719.17403,619.6870994,742.9328768
sgRNA_5395,ELAVL2,184.4704252,282.6102255,295.8831706,397.072388,153.5881408,325.7192781,303.4193613,357.7808328
sgRNA_4020,UBE2B,256.1094253,340.7244409,321.7370399,361.7558535,166.7153323,328.6642987,454.6348736,250.2510743
sgRNA_1402,ZFP36L2,365.3589005,455.3607014,472.5512774,353.1653451,214.8483679,393.4547519,388.4163159,353.8706597
sgRNA_4976,PRPF3,227.4538253,208.5743073,119.2150639,244.3522388,115.5192854,254.4497797,368.6495823,64.51785509
sgRNA_4476,DLC1,611.3194675,972.0199588,712.4177312,1039.451516,425.3210053,854.0559734,718.5207676,762.483742
sgRNA_3883,RC3H2,152.2328752,183.8956679,298.0376597,358.8923507,65.6359576,263.8738456,250.0491805,107.5297585
sgRNA_3844,PCGF1,164.7697002,234.0490318,445.979245,202.3541977,85.32674489,217.3425201,304.407698,62.56276857
sgRNA_395,PPFIA2,243.5726003,488.0001922,480.4510708,403.7538945,211.7853565,527.1586871,474.4016072,256.1163338
sgRNA_3118,FXR1,110.4434585,146.4796662,174.5136176,165.1286614,80.95101438,159.6201164,279.6992809,66.47294161
sgRNA_2548,YTHDC1,669.2276592,577.1617282,741.1442526,1051.860028,441.5112082,651.4385563,663.1739134,563.0649172
sgRNA_969,RCOR1,172.5305919,324.8027381,294.4468446,1417.433885,147.024545,272.1199033,323.1860949,903.2499713
sgRNA_1096,RAVER1,351.6280921,452.1763608,504.1504509,369.391861,199.9708842,459.4232133,590.036999,250.2510743
sgRNA_2696,RAD54L,380.8806838,620.946411,532.8769723,786.5087686,241.540324,582.5250743,637.4771597,555.2445711
sgRNA_4809,PJA2,227.4538253,194.2447747,325.3278551,214.7627099,85.76431794,140.7719846,177.9006027,146.6314888
sgRNA_2811,DAZAP1,326.5544421,366.9952506,516.3592225,461.0239505,231.4761438,372.8396077,498.1216876,408.6130822
sgRNA_2048,SPEN,671.6156259,1002.271194,1029.12763,1028.952005,431.0094549,912.9563854,1008.103415,713.606579
sgRNA_1005,NCBP2,466.8474839,423.5172957,500.5596357,580.3365671,275.2334489,533.6377324,774.8559585,533.7386194
sgRNA_200,HMGB2,159.3967752,130.5579633,101.979151,289.2137826,100.6418017,203.7954254,277.7226076,72.33820116
sgRNA_2782,RAD21,161.7847419,212.554733,293.0105185,330.2573227,97.57879031,282.7219774,228.3057735,11.73051911
sgRNA_2966,NEIL1,128.9502002,140.9070702,238.4301278,83.04158115,58.63478879,140.1829805,112.6703817,86.02380679
sgRNA_1713,DUS3L,275.8101504,525.4161939,329.6368333,679.6046641,210.4726374,435.2740444,531.7251348,349.9604867
sgRNA_3846,H1FOO,144.4719835,320.0262272,276.4927687,206.1722015,125.1458925,318.0622246,204.5856931,138.8111428
sgRNA_2223,PHF21B,258.497392,446.6037648,374.8811045,336.9388292,153.1505677,372.2506036,334.0577984,213.1044304
sgRNA_3279,LEPREL2,134.3231252,346.2970369,389.2443652,305.4402985,114.6441393,276.8319362,408.1830496,170.0925271
sgRNA_3656,ZC3H18,102.0855751,84.38502509,159.4321939,119.3126166,65.6359576,127.2248898,50.40517077,9.775432589
sgRNA_4564,CUL2,233.423742,331.9675044,334.6639745,224.3077192,188.1564118,345.1564141,218.4224067,220.9247765
sgRNA_4200,PCBP2,251.9304837,351.0735478,465.369647,401.8448927,181.592816,375.7846283,656.2555567,391.0173036
sgRNA_1290,EP300,462.0715506,679.8567116,390.6806913,2343.29979,372.3746661,597.8391814,422.0197631,1092.893364
sgRNA_4502,MOV10L1,159.9937669,293.7554175,517.7955486,322.6213153,152.2754216,264.4628497,259.9325473,101.6644989
sgRNA_3430,MED25,95.51866679,253.9511604,250.6388994,288.2592817,122.0828811,214.9865037,125.5187586,197.4637383
sgRNA_2006,RBM15,17.31275836,19.10604342,13.64509767,9.545009327,3.500584406,18.84813183,34.59178386,0
sgRNA_2665,PPFIBP2,303.8687587,421.9251254,512.7684073,537.3840251,224.474975,461.7792298,607.8270593,267.846853
sgRNA_5296,METTL7A,131.9351585,192.6526044,182.413411,241.488736,98.89150946,272.7089074,142.3204822,109.484845
sgRNA_3072,RDM1,294.9138837,395.6543157,308.8101053,394.2088852,201.2836033,300.9811051,328.1277783,563.0649172
sgRNA_445,EPHB2,103.2795585,192.6526044,199.6493239,197.5816931,86.20189099,160.7981247,109.7053717,25.41612473
sgRNA_3621,EPHA1,216.1109836,339.9283558,435.2067995,272.0327658,136.5227918,365.1825542,440.79816,263.9366799
sgRNA_3776,CASKIN2,194.0222919,312.8614609,356.2088656,368.43736,133.8973535,337.4993605,451.6698635,181.8230462
sgRNA_4614,SUV39H2,100.2946001,111.4519199,182.413411,204.2631996,84.01402573,127.2248898,133.425452,33.2364708
sgRNA_234,RCAN2,221.4839086,457.7489568,410.0710933,751.192234,219.2240984,424.6719702,512.9467378,387.1071305
