"","x"
"22056","Gm15324"
"22057","Gm15326"
"22058","Gm15322"
"22059","Gm15323"
"22060","Ankrd55"
"22061","Il6st"
"22062","Il31ra"
"22063","Ddx4"
"22064","Slc38a9"
"22065","Plpp1"
"22066","Skiv2l2"
"22067","Dhx29"
"22068","Ccno"
"22069","Mcidas"
"22070","Cdc20b"
"22071","Gm10735"
"22072","Gpx8"
"22073","Gzma"
"22074","Gzmk"
"22075","Esm1"
"22076","BC067074"
"22077","Snx18"
"22078","Hspb3"
"22079","Arl15"
"22080","Ndufs4"
"22081","Fst"
"22082","4930544M13Rik"
"22083","Mocs2"
"22084","Itga2"
"22085","Itga1"
"22086","Pelo"
"22087","Isl1"
"22088","Parp8"
"22089","Gm17509"
"22090","Emb"
"22091","Hcn1"
"22092","4933413L06Rik"
"22093","Mrps30"
"22094","B430218F22Rik"
"22095","1700003P14Rik"
"22096","Fgf10"
"22097","Gm16263"
"22098","Nnt"
"22099","Paip1"
"22100","4833420G17Rik"
"22101","3110070M22Rik"
"22102","Gm7120"
"22103","Gm21967"
"22104","Ccl28"
"22105","1700074H08Rik"
"22106","Hmgcs1"
"22107","Nim1k"
"22108","Zfp131"
"22109","AF067063"
"22110","D13Ertd608e"
"22111","Tcstv1"
"22112","Gm21761"
"22113","B020031M17Rik"
"22114","Gm21370"
"22115","Gm21188"
"22116","Gm20767"
"22117","Gm21818"
"22118","Gm21762"
"22119","Gm21731"
"22120","AF067061"
"22121","BC147527"
"22122","Tcstv3"
"22123","Rab10os"
"22124","Rab10"
"22125","Gm26520"
"22126","Kif3c"
"22127","1110002L01Rik"
"22128","Asxl2"
"22129","Dtnb"
"22130","Dtnbos"
"22131","Dnmt3a"
"22132","Dnmt3aos"
"22133","Pomc"
"22134","Efr3b"
"22135","Dnajc27"
"22136","Adcy3"
"22137","Cenpo"
"22138","Ptrhd1"
"22139","Ncoa1"
"22140","Gm3625"
"22141","Itsn2"
"22142","Gm17541"
"22143","Fam228a"
"22144","Fam228b"
"22145","Pfn4"
"22146","Sf3b6"
"22147","Fkbp1b"
"22148","BC068281"
"22149","Mfsd2b"
"22150","Ubxn2a"
"22151","Atad2b"
"22152","Klhl29"
"22153","2810032G03Rik"
"22154","1700101O22Rik"
"22155","Apob"
"22156","Ldah"
"22157","Gdf7"
"22158","Hs1bp3"
"22159","Rhob"
"22160","Slc7a15"
"22161","Pum2"
"22162","Gm4755"
"22163","Sdc1"
"22164","9930038B18Rik"
"22165","Laptm4a"
"22166","Matn3"
"22167","Wdr35"
"22168","Ttc32"
"22169","1700022H16Rik"
"22170","Osr1"
"22171","Nt5c1b"
"22172","Rdh14"
"22173","Pgk1-rs7"
"22174","Kcns3"
"22175","Msgn1"
"22176","Gen1"
"22177","Smc6"
"22178","Vsnl1"
"22179","4930511A02Rik"
"22180","Rad51ap2"
"22181","Fam49a"
"22182","Platr19"
"22183","4930519A11Rik"
"22184","Rpl36-ps3"
"22185","Mycn"
"22186","Ddx1"
"22187","Nbas"
"22188","Fam84a"
"22189","Gm9847"
"22190","Trib2"
"22191","Gm5432"
"22192","Lpin1"
"22193","Ntsr2"
"22194","Greb1"
"22195","E2f6"
"22196","Rock2"
"22197","Pqlc3"
"22198","2410004P03Rik"
"22199","Kcnf1"
"22200","Pdia6"
"22201","Atp6v1c2"
"22202","Nol10"
"22203","Odc1"
"22204","Hpcal1"
"22205","B430203G13Rik"
"22206","5730507C01Rik"
"22207","Gm3944"
"22208","Gm5784"
"22209","Gm9257"
"22210","Gm21863"
"22211","Gm3993"
"22212","Gm10479"
"22213","Asap2"
"22214","Itgb1bp1"
"22215","Cpsf3"
"22216","Iah1"
"22217","Adam17"
"22218","Ywhaq"
"22219","Gm4419"
"22220","Gm4425"
"22221","2410018L13Rik"
"22222","Gm10330"
"22223","Gm17330"
"22224","9030624G23Rik"
"22225","Gm9312"
"22226","Gm16372"
"22227","Taf1b"
"22228","Grhl1"
"22229","Klf11"
"22230","Cys1"
"22231","Rrm2"
"22232","Mboat2"
"22233","Kidins220"
"22234","Id2"
"22235","Rnf144a"
"22236","Rsad2"
"22237","Cmpk2"
"22238","Gm9866"
"22239","Sox11"
"22240","Dcdc2c"
"22241","1700022F17Rik"
"22242","Allc"
"22243","Colec11"
"22244","Rps7"
"22245","Rnaseh1"
"22246","Adi1"
"22247","Trappc12"
"22248","Tssc1"
"22249","Myt1l"
"22250","Pxdn"
"22251","Tpo"
"22252","Gm15691"
"22253","Sntg2"
"22254","2310016D03Rik"
"22255","Gm28806"
"22256","Tmem18"
"22257","Fam150b"
"22258","Acp1"
"22259","Sh3yl1"
"22260","Fam110c"
"22261","6030469F06Rik"
"22262","Lamb1"
"22263","Dld"
"22264","Slc26a3"
"22265","Cbll1"
"22266","Gm29542"
"22267","Gm29541"
"22268","Slc26a4"
"22269","Bcap29"
"22270","Dus4l"
"22271","Cog5"
"22272","Gpr22"
"22273","Hbp1"
"22274","Prkar2b"
"22275","Pik3cg"
"22276","Ccdc71l"
"22277","Nampt"
"22278","Gdap10"
"22279","4933406C10Rik"
"22280","Sypl"
"22281","Cdhr3"
"22282","Gm16267"
"22283","Atxn7l1"
"22284","Atxn7l1os1"
"22285","Efcab10"
"22286","Twistnb"
"22287","Ferd3l"
"22288","Twist1"
"22289","Gm18025"
"22290","Hdac9"
"22291","4921508M14Rik"
"22292","Prps1l1"
"22293","Snx13"
"22294","Ahr"
"22295","Agr3"
"22296","Agr2"
"22297","Tspan13"
"22298","Gm5434"
"22299","Bzw2"
"22300","Ankmy2"
"22301","Lrrc72"
"22302","Sostdc1"
"22303","D630036H23Rik"
"22304","Ispd"
"22305","Gm29007"
"22306","Meox2"
"22307","Agmo"
"22308","Dgkb"
"22309","Etv1"
"22310","Arl4a"
"22311","Arl4aos"
"22312","Scin"
"22313","Lsmem1"
"22314","Gm17056"
"22315","Ifrd1"
"22316","Gm17024"
"22317","Gm7008"
"22318","Zfp277"
"22319","Dock4"
"22320","Immp2l"
"22321","Lrrn3"
"22322","Dnajb9"
"22323","Pnpla8"
"22324","Nrcam"
"22325","Stxbp6"
"22326","Nova1"
"22327","Gm1818"
"22328","Foxg1"
"22329","3110039M20Rik"
"22330","3110039M20Rik.1"
"22331","Gm9804"
"22332","1810007C17Rik"
"22333","Prkd1"
"22334","G2e3"
"22335","Scfd1"
"22336","Coch"
"22337","Strn3"
"22338","Ap4s1"
"22339","Hectd1"
"22340","Heatr5a"
"22341","Gm26517"
"22342","Dtd2"
"22343","Gpr33"
"22344","Nubpl"
"22345","Arhgap5"
"22346","1700031P21Rik"
"22347","Akap6"
"22348","Npas3"
"22349","1700060O08Rik"
"22350","Egln3"
"22351","Sptssa"
"22352","Eapp"
"22353","Snx6"
"22354","Cfl2"
"22355","Baz1a"
"22356","Gm20403"
"22357","2700097O09Rik"
"22358","Srp54a"
"22359","Fam177a"
"22360","Srp54b"
"22361","1700047I17Rik2"
"22362","Ppp2r3c"
"22363","1110008L16Rik"
"22364","Psma6"
"22365","Nfkbia"
"22366","Aldoart2"
"22367","Insm2"
"22368","Ralgapa1"
"22369","Brms1l"
"22370","Mbip"
"22371","Nkx2-1"
"22372","Gm26973"
"22373","Nkx2-9"
"22374","Gm15524"
"22375","Pax9"
"22376","Slc25a21"
"22377","Prps1l3"
"22378","Mipol1"
"22379","Gm16246"
"22380","Foxa1"
"22381","4921506M07Rik"
"22382","4921518K17Rik"
"22383","Sstr1"
"22384","Clec14a"
"22385","Gm17529"
"22386","Sec23a"
"22387","Gemin2"
"22388","Trappc6b"
"22389","Pnn"
"22390","Gm5786"
"22391","Mia2"
"22392","Ctage5"
"22393","Fbxo33"
"22394","Lrfn5"
"22395","Spanxn4"
"22396","Fscb"
"22397","Gm527"
"22398","Klhl28"
"22399","Fam179b"
"22400","Prpf39"
"22401","Fkbp3"
"22402","Fancm"
"22403","Mis18bp1"
"22404","Wdr20rt"
"22405","Rpl10l"
"22406","Mdga2"
"22407","Rps29"
"22408","Lrr1"
"22409","Rpl36al"
"22410","Mgat2"
"22411","Dnaaf2"
"22412","9330151L19Rik"
"22413","Pole2"
"22414","Klhdc1"
"22415","Gm15561"
"22416","Klhdc2"
"22417","Nemf"
"22418","Gm9887"
"22419","Arf6"
"22420","Vcpkmt"
"22421","Sos2"
"22422","L2hgdh"
"22423","Atp5s"
"22424","Cdkl1"
"22425","4930512B01Rik"
"22426","Map4k5"
"22427","4931403G20Rik"
"22428","Atl1"
"22429","Gm3086"
"22430","Sav1"
"22431","Nin"
"22432","Abhd12b"
"22433","Pygl"
"22434","F730035M05Rik"
"22435","Trim9"
"22436","Tmx1"
"22437","Frmd6"
"22438","Actr10"
"22439","Psma3"
"22440","3110056K07Rik"
"22441","Arid4a"
"22442","Tomm20l"
"22443","Timm9"
"22444","2700049A03Rik"
"22445","Dact1"
"22446","1700083H02Rik"
"22447","Daam1"
"22448","Gpr135"
"22449","L3hypdh"
"22450","Jkamp"
"22451","Ccdc175"
"22452","Rtn1"
"22453","Lrrc9"
"22454","Pcnxl4"
"22455","RP23-300E17.1"
"22456","Dhrs7"
"22457","Ppm1a"
"22458","4930447C04Rik"
"22459","Six6"
"22460","Six1"
"22461","Six4"
"22462","Mnat1"
"22463","Trmt5"
"22464","Slc38a6"
"22465","D830013O20Rik"
"22466","Tmem30b"
"22467","Prkch"
"22468","Hif1a"
"22469","Snapc1"
"22470","Syt16"
"22471","Gm29587"
"22472","1700086L19Rik"
"22473","Dbpht2"
"22474","Gm11042"
"22475","Kcnh5"
"22476","Rhoj"
"22477","Gphb5"
"22478","Ppp2r5e"
"22479","Wdr89"
"22480","Sgpp1"
"22481","Syne2"
"22482","Esr2"
"22483","Tex21"
"22484","Mthfd1"
"22485","Akap5"
"22486","Zbtb25"
"22487","Zbtb1"
"22488","4930426I24Rik"
"22489","Hspa2"
"22490","Ppp1r36"
"22491","Gm10451"
"22492","Plekhg3"
"22493","Sptb"
"22494","Churc1"
"22495","Fntb"
"22496","Gpx2"
"22497","Rab15"
"22498","Max"
"22499","Fut8"
"22500","Gm6657"
"22501","Gphn"
"22502","Fam71d"
"22503","Mpp5"
"22504","Atp6v1d"
"22505","Eif2s1"
"22506","Plek2"
"22507","Tmem229b"
"22508","Plekhh1"
"22509","Pigh"
"22510","Arg2"
"22511","Vti1b"
"22512","Rdh11"
"22513","Rdh12"
"22514","Zfyve26"
"22515","Rad51b"
"22516","Gm28056"
"22517","Zfp36l1"
"22518","Gm26669"
"22519","2310015A10Rik"
"22520","Actn1"
"22521","Dcaf5"
"22522","Exd2"
"22523","Gm26777"
"22524","Galnt16"
"22525","Erh"
"22526","Slc39a9"
"22527","Plekhd1os"
"22528","Plekhd1"
"22529","Ccdc177"
"22530","Gm26796"
"22531","Susd6"
"22532","Gm26545"
"22533","1700052I22Rik"
"22534","Srsf5"
"22535","Slc10a1"
"22536","Smoc1"
"22537","Slc8a3"
"22538","Gm3693"
"22539","Gm20498"
"22540","Cox16"
"22541","Gm4787"
"22542","Adam4"
"22543","Gm28370"
"22544","Synj2bp"
"22545","Adam21"
"22546","Med6"
"22547","Gm16572"
"22548","Ttc9"
"22549","Map3k9"
"22550","Pcnx"
"22551","Sipa1l1"
"22552","Gm5435"
"22553","Rgs6"
"22554","1700085C21Rik"
"22555","Gm29530"
"22556","Dpf3"
"22557","Dcaf4"
"22558","Zfyve1"
"22559","Gm26623"
"22560","Rbm25"
"22561","Gm29361"
"22562","Psen1"
"22563","Papln"
"22564","Numb"
"22565","2410016O06Rik"
"22566","Gm26571"
"22567","Heatr4"
"22568","Acot2"
"22569","Acot1"
"22570","Acot4"
"22571","4732463B04Rik"
"22572","Acot3"
"22573","Acot5"
"22574","Acot6"
"22575","Dnal1"
"22576","Pnma1"
"22577","Elmsan1"
"22578","Ptgr2"
"22579","Zfp410"
"22580","Fam161b"
"22581","Coq6"
"22582","Entpd5"
"22583","Bbof1"
"22584","Rnf113a2"
"22585","Aldh6a1"
"22586","Lin52"
"22587","Vsx2"
"22588","Abcd4"
"22589","Vrtn"
"22590","Syndig1l"
"22591","Npc2"
"22592","Isca2"
"22593","Ltbp2"
"22594","D030025P21Rik"
"22595","Gm17139"
"22596","Arel1"
"22597","Fcf1"
"22598","Ylpm1"
"22599","Prox2os"
"22600","Prox2"
"22601","Dlst"
"22602","Rps6kl1"
"22603","Pgf"
"22604","Eif2b2"
"22605","Mlh3"
"22606","Acyp1"
"22607","Zc2hc1c"
"22608","Nek9"
"22609","Tmed10"
"22610","Fos"
"22611","Jdp2"
"22612","Batf"
"22613","Mfsd7c"
"22614","0610007P14Rik"
"22615","Ttll5"
"22616","Gm26531"
"22617","Tgfb3"
"22618","Ift43"
"22619","Gm805"
"22620","Gpatch2l"
"22621","4732487G21Rik"
"22622","Esrrb"
"22623","Vash1"
"22624","Angel1"
"22625","Lrrc74a"
"22626","Irf2bpl"
"22627","Gm26698"
"22628","Cipc"
"22629","Zdhhc22"
"22630","Tmem63c"
"22631","Ngb"
"22632","Pomt2"
"22633","Gstz1"
"22634","Tmed8"
"22635","Samd15"
"22636","Noxred1"
"22637","Vipas39"
"22638","Ahsa1"
"22639","Ism2"
"22640","Sptlc2"
"22641","Gm26764"
"22642","Alkbh1"
"22643","Gm29362"
"22644","Slirp"
"22645","Snw1"
"22646","Gm8300"
"22647","Oog1"
"22648","Gm4027"
"22649","Gm16381"
"22650","Gm21319"
"22651","Gm21936"
"22652","BB287469"
"22653","Gm2016"
"22654","Gm2035"
"22655","Gm2042"
"22656","Gm2046"
"22657","Gm2075"
"22658","Gm6803"
"22659","Gm2056"
"22660","Gm10436"
"22661","Gm8332"
"22662","Gm5662"
"22663","Gm7104"
"22664","Gm5039"
"22665","Gm10264"
"22666","Adck1"
"22667","Nrxn3"
"22668","Dio2"
"22669","Gm26512"
"22670","4930544I03Rik"
"22671","Cep128"
"22672","5430427M07Rik"
"22673","Tshr"
"22674","Gtf2a1"
"22675","Ston2"
"22676","Gm16876"
"22677","Sel1l"
"22678","Gm9726"
"22679","Flrt2"
"22680","Galc"
"22681","Gpr65"
"22682","Kcnk10"
"22683","Spata7"
"22684","Ptpn21"
"22685","Zc3h14"
"22686","Eml5"
"22687","Ttc8"
"22688","Gm28933"
"22689","Foxn3"
"22690","3300002A11Rik"
"22691","Gm26839"
"22692","1700064M15Rik"
"22693","Efcab11"
"22694","Tdp1"
"22695","Kcnk13"
"22696","Psmc1"
"22697","Nrde2"
"22698","Calm1"
"22699","Gm26723"
"22700","Ttc7b"
"22701","Rps6ka5"
"22702","9030617O03Rik"
"22703","Gpr68"
"22704","Ccdc88c"
"22705","A630072L19Rik"
"22706","Smek1"
"22707","D130020L05Rik"
"22708","Catsperb"
"22709","Tc2n"
"22710","Fbln5"
"22711","Trip11"
"22712","Atxn3"
"22713","Cpsf2"
"22714","Gm16339"
"22715","Slc24a4"
"22716","Rin3"
"22717","Lgmn"
"22718","Golga5"
"22719","Chga"
"22720","Itpk1"
"22721","Gm20069"
"22722","Gm28051"
"22723","Gm21971"
"22724","Gm20604"
"22725","Moap1"
"22726","Tmem251"
"22727","AK010878"
"22728","Ubr7"
"22729","Btbd7"
"22730","Cox8c"
"22731","Unc79"
"22732","Prima1"
"22733","Fam181a"
"22734","Gm29508"
"22735","Asb2"
"22736","Gm15523"
"22737","Otub2"
"22738","9330161L09Rik"
"22739","Ddx24"
"22740","Ifi27"
"22741","Ifi27l2a"
"22742","Ifi27l2b"
"22743","Ppp4r4"
"22744","Serpina10"
"22745","Serpina6"
"22746","Serpina16"
"22747","Serpina1f"
"22748","Serpina1b"
"22749","Serpina1d"
"22750","Serpina1a"
"22751","Serpina1c"
"22752","B430119L08Rik"
"22753","Serpina1e"
"22754","Serpina11"
"22755","Serpina9"
"22756","Serpina12"
"22757","Serpina5"
"22758","Serpina3a"
"22759","Serpina3b"
"22760","Serpina3c"
"22761","Serpina3f"
"22762","Serpina3g"
"22763","Serpina3i"
"22764","Serpina3j"
"22765","Serpina3m"
"22766","Serpina3k"
"22767","Serpina3n"
"22768","Gsc"
"22769","Gm10000"
"22770","Dicer1"
"22771","Clmn"
"22772","4930408O17Rik"
"22773","Gm28875"
"22774","Syne3"
"22775","Glrx5"
"22776","Tcl1b2"
"22777","Tcl1b1"
"22778","Tcl1b5"
"22779","Tcl1b3"
"22780","Tcl1b4"
"22781","Tcl1"
"22782","Tunar"
"22783","D430019H16Rik"
"22784","Bdkrb2"
"22785","Bdkrb1"
"22786","Atg2b"
"22787","Gskip"
"22788","Ak7"
"22789","Papola"
"22790","Vrk1"
"22791","Gm17032"
"22792","1700121N20Rik"
"22793","Gm17033"
"22794","4933406K04Rik"
"22795","1700013N06Rik"
"22796","Gm16087"
"22797","Gm16086"
"22798","Gm16085"
"22799","Gm16084"
"22800","Gm2800"
"22801","3110018I06Rik"
"22802","4930465M20Rik"
"22803","Gm15208"
"22804","Bcl11b"
"22805","Setd3"
"22806","Ccnk"
"22807","Ccdc85c"
"22808","Hhipl1"
"22809","4930478K11Rik"
"22810","Cyp46a1"
"22811","Eml1"
"22812","Gm16596"
"22813","Evl"
"22814","Degs2"
"22815","Yy1"
"22816","Slc25a29"
"22817","Slc25a47"
"22818","Wars"
"22819","Wdr25"
"22820","Begain"
"22821","Gm28498"
"22822","Dlk1"
"22823","Meg3"
"22824","Gm26906"
"22825","Rtl1"
"22826","Gm26945"
"22827","B830012L14Rik"
"22828","Mirg"
"22829","Dio3"
"22830","Ppp2r5c"
"22831","Dync1h1"
"22832","Gm17111"
"22833","1700001K19Rik"
"22834","Hsp90aa1"
"22835","Wdr20"
"22836","Mok"
"22837","4921507G05Rik"
"22838","Gm26912"
"22839","Zfp839"
"22840","Cinp"
"22841","Tecpr2"
"22842","Ankrd9"
"22843","Rcor1"
"22844","4930595D18Rik"
"22845","Traf3"
"22846","Amn"
"22847","A230087F16Rik"
"22848","Cdc42bpb"
"22849","A230065H16Rik"
"22850","Exoc3l4"
"22851","Gm10425"
"22852","Tnfaip2"
"22853","Gm266"
"22854","Eif5"
"22855","2810029C07Rik"
"22856","Mark3"
"22857","Ckb"
"22858","Trmt61a"
"22859","Bag5"
"22860","Apopt1"
"22861","Gm15996"
"22862","Klc1"
"22863","Xrcc3"
"22864","Zfyve21"
"22865","Ppp1r13b"
"22866","2010107E04Rik"
"22867","Tdrd9"
"22868","Rd3l"
"22869","Aspg"
"22870","Kif26a"
"22871","A730018C14Rik"
"22872","A530016L24Rik"
"22873","Tmem179"
"22874","Inf2"
"22875","Adssl1"
"22876","Siva1"
"22877","Akt1"
"22878","Zbtb42"
"22879","Cep170b"
"22880","Pld4"
"22881","Ahnak2"
"22882","BC022687"
"22883","Cdca4"
"22884","Gpr132"
"22885","Jag2"
"22886","Nudt14"
"22887","Gm26583"
"22888","Brf1"
"22889","Btbd6"
"22890","9230104M06Rik"
"22891","Pacs2"
"22892","Tex22"
"22893","Mta1"
"22894","Crip2"
"22895","Crip1"
"22896","4930427A07Rik"
"22897","Tmem121"
"22898","Adam6b"
"22899","Adam6a"
"22900","Gm30948"
"22901","Gm19331"
"22902","Zfp386"
"22903","Vipr2"
"22904","Wdr60"
"22905","Gm11027"
"22906","Esyt2"
"22907","Ncapg2"
"22908","Ptprn2"
"22909","Gm5441"
"22910","Rapgef5"
"22911","Cdca7l"
"22912","Dnah11"
"22913","Sp4"
"22914","Sp8"
"22915","Abcb5"
"22916","Itgb8"
"22917","Gm6768"
"22918","Macc1"
"22919","Tmem196"
"22920","Sepp1"
"22921","Ccdc152"
"22922","Ghr"
"22923","Fbxo4"
"22924","AW549877"
"22925","Gm2093"
"22926","Oxct1"
"22927","Gm15632"
"22928","Plcxd3"
"22929","C6"
"22930","Mroh2b"
"22931","C7"
"22932","Card6"
"22933","Rpl37"
"22934","Gm10250"
"22935","Prkaa1"
"22936","Gm15938"
"22937","Ttc33"
"22938","Ptger4"
"22939","Dab2"
"22940","Gm16311"
"22941","C9"
"22942","Fyb"
"22943","Gm2245"
"22944","Rictor"
"22945","Osmr"
"22946","Lifr"
"22947","Egflam"
"22948","Gdnf"
"22949","Wdr70"
"22950","Nup155"
"22951","2410089E03Rik"
"22952","Nipbl"
"22953","Gm2310"
"22954","Slc1a3"
"22955","Ranbp3l"
"22956","Nadk2"
"22957","Skp2"
"22958","Lmbrd2"
"22959","Ugt3a1"
"22960","Ugt3a2"
"22961","Capsl"
"22962","Il7r"
"22963","Spef2"
"22964","Prlr"
"22965","Gm21973"
"22966","Agxt2"
"22967","Dnajc21"
"22968","Brix1"
"22969","Rad1"
"22970","Ttc23l"
"22971","Rai14"
"22972","4930556M19Rik"
"22973","4930556M19Rik.1"
"22974","C1qtnf3"
"22975","Amacr"
"22976","Slc45a2"
"22977","Rxfp3"
"22978","Adamts12"
"22979","Tars"
"22980","Npr3"
"22981","1700047G03Rik"
"22982","Sub1"
"22983","Zfr"
"22984","Mtmr12"
"22985","1810049J17Rik"
"22986","Golph3"
"22987","Pdzd2"
"22988","6030458C11Rik"
"22989","Drosha"
"22990","Cdh6"
"22991","Cdh9"
"22992","4921515E04Rik"
"22993","Cdh10"
"22994","Acot10"
"22995","Cdh12"
"22996","Cdh18"
"22997","Gm2824"
"22998","9230109A22Rik"
"22999","Basp1"
"23000","Gm5468"
"23001","Myo10"
"23002","Fam134b"
"23003","Zfp622"
"23004","March11"
"23005","Fbxl7"
"23006","Gm6576"
"23007","Ank"
"23008","Otulin"
"23009","Fam105a"
"23010","Trio"
"23011","Dnah5"
"23012","Ctnnd2"
"23013","Dap"
"23014","Fam136b-ps"
"23015","Ankrd33b"
"23016","Ropn1l"
"23017","March6"
"23018","Cmbl"
"23019","Cct5"
"23020","Fam173b"
"23021","Tas2r119"
"23022","4930518I17Rik"
"23023","Snhg18"
"23024","Sema5a"
"23025","Sdc2"
"23026","Cpq"
"23027","Tspyl5"
"23028","Mtdh"
"23029","Laptm4b"
"23030","Matn2"
"23031","9430069I07Rik"
"23032","Rpl30"
"23033","Erich5"
"23034","Hrsp12"
"23035","Pop1"
"23036","Nipal2"
"23037","Kcns2"
"23038","Stk3"
"23039","Osr2"
"23040","Vps13b"
"23041","Cox6c"
"23042","Rgs22"
"23043","Fbxo43"
"23044","Polr2k"
"23045","Spag1"
"23046","Rnf19a"
"23047","Rpl7a-ps3"
"23048","Ankrd46"
"23049","Snx31"
"23050","Pabpc1"
"23051","Ywhaz"
"23052","Gm10384"
"23053","Zfp706"
"23054","Gm26766"
"23055","Gm16136"
"23056","Grhl2"
"23057","Ncald"
"23058","Gm28221"
"23059","4930447A16Rik"
"23060","Gm15942"
"23061","Rrm2b"
"23062","Ubr5"
"23063","Odf1"
"23064","Gm8705"
"23065","Klf10"
"23066","Gm26863"
"23067","Azin1"
"23068","2310043O21Rik"
"23069","Atp6v1c1"
"23070","Gm26704"
"23071","Baalc"
"23072","Fzd6"
"23073","Cthrc1"
"23074","Slc25a32"
"23075","Dcaf13"
"23076","Rims2"
"23077","Dcstamp"
"23078","Dpys"
"23079","Gm16291"
"23080","Lrp12"
"23081","9330182O14Rik"
"23082","Gm16294"
"23083","Zfpm2"
"23084","Oxr1"
"23085","Gm26854"
"23086","Abra"
"23087","Angpt1"
"23088","Gm17473"
"23089","Rspo2"
"23090","Eif3e"
"23091","Gm10373"
"23092","Emc2"
"23093","Tmem74"
"23094","Trhr"
"23095","Nudcd1"
"23096","Eny2"
"23097","Pkhd1l1"
"23098","Ebag9"
"23099","Sybu"
"23100","2310069G16Rik"
"23101","Kcnv1"
"23102","1700022A22Rik"
"23103","4930548G14Rik"
"23104","Csmd3"
"23105","Trps1"
"23106","Eif3h"
"23107","Utp23"
"23108","Rad21"
"23109","Aard"
"23110","Slc30a8"
"23111","Gm10020"
"23112","Med30"
"23113","Ext1"
"23114","Samd12"
"23115","Gm7489"
"23116","Tnfrsf11b"
"23117","Colec10"
"23118","Mal2"
"23119","Nov"
"23120","Enpp2"
"23121","Gm26684"
"23122","Taf2"
"23123","Dscc1"
"23124","Gm9920"
"23125","Deptor"
"23126","Col14a1"
"23127","1700040F17Rik"
"23128","Mrpl13"
"23129","Mtbp"
"23130","Sntb1"
"23131","Has2"
"23132","Slc22a22"
"23133","Zhx2"
"23134","Gm16006"
"23135","9330154K18Rik"
"23136","Derl1"
"23137","Tbc1d31"
"23138","Fam83a"
"23139","9130401M01Rik"
"23140","Gm29394"
"23141","Zhx1"
"23142","Atad2"
"23143","Wdyhv1"
"23144","Fbxo32"
"23145","Klhl38"
"23146","Anxa13"
"23147","D15Ertd621e"
"23148","Fer1l6"
"23149","Tmem65"
"23150","Ube2d4"
"23151","Trmt12"
"23152","Rnf139"
"23153","Tatdn1"
"23154","Ndufb9"
"23155","Mtss1"
"23156","Sqle"
"23157","E430025E21Rik"
"23158","Nsmce2"
"23159","Trib1"
"23160","4933412E24Rik"
"23161","Fam84b"
"23162","A1bg"
"23163","Myc"
"23164","Pvt1"
"23165","Gsdmc"
"23166","Gsdmc2"
"23167","Gsdmc3"
"23168","Gsdmc4"
"23169","Fam49b"
"23170","Asap1"
"23171","Adcy8"
"23172","Gm21798"
"23173","Gm21961"
"23174","Efr3a"
"23175","Oc90"
"23176","Hhla1"
"23177","Kcnq3"
"23178","Gm27153"
"23179","Gm27242"
"23180","Lrrc6"
"23181","Tmem71"
"23182","Phf20l1"
"23183","Tg"
"23184","Gm17140"
"23185","Sla"
"23186","Wisp1"
"23187","Ndrg1"
"23188","Gm17035"
"23189","St3gal1"
"23190","1700012I11Rik"
"23191","Zfat"
"23192","Gm20732"
"23193","Khdrbs3"
"23194","Fam135b"
"23195","Col22a1"
"23196","Gm16308"
"23197","Kcnk9"
"23198","Trappc9"
"23199","Chrac1"
"23200","Ago2"
"23201","Ptk2"
"23202","Dennd3"
"23203","Slc45a4"
"23204","Gpr20"
"23205","Ptp4a3"
"23206","Mroh5"
"23207","Gm6569"
"23208","Adgrb1"
"23209","Mroh4"
"23210","Arc"
"23211","Jrk"
"23212","4933427E11Rik"
"23213","Psca"
"23214","Them6"
"23215","Slurp1"
"23216","Lypd2"
"23217","2300005B03Rik"
"23218","Lynx1"
"23219","Ly6d"
"23220","D730001G18Rik"
"23221","Gm17189"
"23222","Ly6k"
"23223","Gml"
"23224","Gml2"
"23225","Cyp11b1"
"23226","Cyp11b2"
"23227","2010109I03Rik"
"23228","Ly6e"
"23229","Ly6i"
"23230","Ly6a"
"23231","Gm28068"
"23232","Ly6c1"
"23233","Gm28502"
"23234","Ly6c2"
"23235","Ly6g"
"23236","BC025446"
"23237","Ly6f"
"23238","Gm20654"
"23239","Ly6h"
"23240","Gpihbp1"
"23241","Zfp41"
"23242","Top1mt"
"23243","Gm15945"
"23244","Rhpn1"
"23245","Mafa"
"23246","Zc3h3"
"23247","Gsdmd"
"23248","Mroh6"
"23249","Naprt"
"23250","Eef1d"
"23251","Tigd5"
"23252","Pycrl"
"23253","Tsta3"
"23254","Zfp623"
"23255","Zfp707"
"23256","Ccdc166"
"23257","Mapk15"
"23258","Fam83h"
"23259","K230010J24Rik"
"23260","Scrib"
"23261","Puf60"
"23262","Nrbp2"
"23263","BC024139"
"23264","Plec"
"23265","Parp10"
"23266","Grina"
"23267","Spatc1"
"23268","Smpd5"
"23269","Oplah"
"23270","Exosc4"
"23271","Gpaa1"
"23272","Cyc1"
"23273","Sharpin"
"23274","Maf1"
"23275","WDR97"
"23276","Hgh1"
"23277","Tssk5"
"23278","Mroh1"
"23279","Bop1"
"23280","Scx"
"23281","Hsf1"
"23282","Dgat1"
"23283","Scrt1"
"23284","Fbxl6"
"23285","Slc52a2"
"23286","Adck5"
"23287","Cpsf1"
"23288","Slc39a4"
"23289","Tonsl"
"23290","Cyhr1"
"23291","Kifc2"
"23292","Foxh1"
"23293","Ppp1r16a"
