"","x"
"20837","Kcnj16"
"20838","Kcnj2"
"20839","Gm11674"
"20840","Gm11680"
"20841","Sox9"
"20842","Gm11681"
"20843","4933434M16Rik"
"20844","2610035D17Rik"
"20845","4732490B19Rik"
"20846","Slc39a11"
"20847","Sstr2"
"20848","Cog1"
"20849","Fam104a"
"20850","D11Wsu47e"
"20851","Cpsf4l"
"20852","Cdc42ep4"
"20853","Sdk2"
"20854","1700025D23Rik"
"20855","1700001J04Rik"
"20856","Gm11690"
"20857","Gm11691"
"20858","4932435O22Rik"
"20859","Rpl38"
"20860","Ttyh2"
"20861","Dnaic2"
"20862","Kif19a"
"20863","Btbd17"
"20864","Gpr142"
"20865","Gprc5c"
"20866","Cd300a"
"20867","Cd300lb"
"20868","Cd300c"
"20869","Cd300ld"
"20870","AF251705"
"20871","Gm11709"
"20872","Gm11710"
"20873","Gm11711"
"20874","Cd300lh"
"20875","Cd300e"
"20876","Rab37"
"20877","Cd300lf"
"20878","Slc9a3r1"
"20879","Nat9"
"20880","Tmem104"
"20881","Grin2c"
"20882","Fdxr"
"20883","Fads6"
"20884","Otop2"
"20885","Ush1g"
"20886","Otop3"
"20887","Hid1"
"20888","Cdr2l"
"20889","Ict1"
"20890","Ict1os"
"20891","Atp5h"
"20892","Kctd2"
"20893","Trim80"
"20894","Gm11695"
"20895","Slc16a5"
"20896","Armc7"
"20897","Nt5c"
"20898","Hn1"
"20899","Sumo2"
"20900","Nup85"
"20901","Gga3"
"20902","Mrps7"
"20903","Mif4gd"
"20904","Slc25a19"
"20905","Gm26613"
"20906","Grb2"
"20907","Tmem94"
"20908","Caskin2"
"20909","Tsen54"
"20910","Llgl2"
"20911","Myo15b"
"20912","Recql5"
"20913","Smim5"
"20914","Smim6"
"20915","Recql5os1"
"20916","Sap30bp"
"20917","Sap30bpos"
"20918","Itgb4"
"20919","B230344G16Rik"
"20920","Galk1"
"20921","H3f3b"
"20922","Unk"
"20923","Unc13d"
"20924","Wbp2"
"20925","Trim47"
"20926","Trim65"
"20927","Mrpl38"
"20928","Fbf1"
"20929","Acox1"
"20930","Ten1"
"20931","Evpl"
"20932","Srp68"
"20933","Galr2"
"20934","Exoc7"
"20935","Gm26730"
"20936","Foxj1"
"20937","Rnf157"
"20938","Ubald2"
"20939","Qrich2"
"20940","Gm11739"
"20941","Prpsap1"
"20942","Gm29292"
"20943","Sphk1"
"20944","Ube2o"
"20945","Aanat"
"20946","Rhbdf2"
"20947","Cygb"
"20948","Gm11744"
"20949","1810032O08Rik"
"20950","St6galnac2"
"20951","BC018473"
"20952","St6galnac1"
"20953","Mxra7"
"20954","Jmjd6"
"20955","Mettl23"
"20956","Srsf2"
"20957","Mfsd11"
"20958","Mgat5b"
"20959","Gm11728"
"20960","Gm11731"
"20961","Snhg20"
"20962","Gm11730"
"20963","Sec14l1"
"20964","Sept9"
"20965","Gm16045"
"20966","Gm11729"
"20967","Gm11733"
"20968","Gm11734"
"20969","Tnrc6c"
"20970","Tmc6"
"20971","Tmc8"
"20972","Gm11723"
"20973","Gm11724"
"20974","6030468B19Rik"
"20975","Gm20708"
"20976","Syngr2"
"20977","Tk1"
"20978","Afmid"
"20979","Birc5"
"20980","Tmem235"
"20981","Tha1"
"20982","Gm11725"
"20983","Socs3"
"20984","Pgs1"
"20985","Dnah17"
"20986","Gm11738"
"20987","Cyth1"
"20988","Usp36"
"20989","Timp2"
"20990","BC100451"
"20991","Lgals3bp"
"20992","Cant1"
"20993","C1qtnf1"
"20994","Gm11747"
"20995","Engase"
"20996","Rbfox3"
"20997","Gm11750"
"20998","Enpp7"
"20999","Cbx2"
"21000","Cbx8"
"21001","Cbx4"
"21002","Gm26508"
"21003","Gm11754"
"21004","Gm11755"
"21005","Tbc1d16"
"21006","Gm26888"
"21007","Gm11752"
"21008","Ccdc40"
"21009","Gaa"
"21010","Eif4a3"
"21011","Card14"
"21012","Sgsh"
"21013","Slc26a11"
"21014","Rnf213"
"21015","Endov"
"21016","Nptx1"
"21017","Rptor"
"21018","Rptoros"
"21019","Chmp6"
"21020","Gm11767"
"21021","Gm11766"
"21022","Baiap2"
"21023","Aatk"
"21024","Cep131"
"21025","Enthd2"
"21026","1810043H04Rik"
"21027","Slc38a10"
"21028","Gm11770"
"21029","Bahcc1"
"21030","Gm11772"
"21031","Actg1"
"21032","0610009L18Rik"
"21033","Fscn2"
"21034","Faap100"
"21035","Nploc4"
"21036","Tspan10"
"21037","Pde6g"
"21038","Oxld1"
"21039","Ccdc137"
"21040","Arl16"
"21041","Hgs"
"21042","Mrpl12"
"21043","Gm16755"
"21044","Gm11788"
"21045","Slc25a10"
"21046","Gm11789"
"21047","Gcgr"
"21048","Fam195b"
"21049","Ppp1r27"
"21050","P4hb"
"21051","Arhgdia"
"21052","Alyref"
"21053","Anapc11"
"21054","Npb"
"21055","Pcyt2"
"21056","Sirt7"
"21057","Mafg"
"21058","Gm17586"
"21059","Pycr1"
"21060","Myadml2"
"21061","Myadml2os"
"21062","Notum"
"21063","Notumos"
"21064","Aspscr1"
"21065","Gm17178"
"21066","Stra13"
"21067","Lrrc45"
"21068","Rac3"
"21069","Dcxr"
"21070","Cbr2"
"21071","Hmga1-rs1"
"21072","Rfng"
"21073","Gps1"
"21074","Dus1l"
"21075","Fasn"
"21076","Ccdc57"
"21077","Gm11773"
"21078","Slc16a3"
"21079","Csnk1d"
"21080","Gm28192"
"21081","Gm11775"
"21082","Cd7"
"21083","Sectm1b"
"21084","Sectm1a"
"21085","Gm11791"
"21086","Tex19.2"
"21087","Tex19.1"
"21088","Uts2r"
"21089","Ogfod3"
"21090","Hexdc"
"21091","BC017643"
"21092","Narf"
"21093","Foxk2"
"21094","Wdr45b"
"21095","Rab40b"
"21096","Fn3krp"
"21097","Fn3k"
"21098","Tbcd"
"21099","Zfp750"
"21100","B3gntl1"
"21101","Metrnl"
"21102","Gm12589"
"21103","Gm29513"
"21104","Gm15643"
"21105","Ptchd3"
"21106","Gm12590"
"21107","Gm16505"
"21108","2810429I04Rik"
"21109","Gdi2"
"21110","Fam208b"
"21111","Asb13"
"21112","Calml3"
"21113","Calm4"
"21114","Calm5"
"21115","Net1"
"21116","Tubal3"
"21117","Ucn3"
"21118","Akr1c14"
"21119","Akr1c18"
"21120","Akr1c13"
"21121","Akr1c19"
"21122","Akr1c12"
"21123","Akr1c6"
"21124","Akr1c20"
"21125","Akr1c21"
"21126","Akr1e1"
"21127","Gm5444"
"21128","1700016G22Rik"
"21129","Klf6"
"21130","Gm28465"
"21131","Pitrm1"
"21132","Pfkp"
"21133","Gm9742"
"21134","Adarb2"
"21135","Wdr37"
"21136","Idi1"
"21137","Gm9745"
"21138","Idi2"
"21139","Gtpbp4"
"21140","Larp4b"
"21141","Dip2c"
"21142","Gm26601"
"21143","Zmynd11"
"21144","Chrm3"
"21145","Gm26861"
"21146","Ryr2"
"21147","Mtr"
"21148","Actn2"
"21149","Heatr1"
"21150","Lgals8"
"21151","Edaradd"
"21152","Ero1lb"
"21153","Gpr137b-ps"
"21154","Gm2399"
"21155","Prl2c3"
"21156","Prl2c2"
"21157","Prl2c5"
"21158","Gpr137b"
"21159","Nid1"
"21160","Lyst"
"21161","Gng4"
"21162","B3galnt2"
"21163","Gm18856"
"21164","Tbce"
"21165","Ggps1"
"21166","Arid4b"
"21167","Hecw1"
"21168","Mrpl32"
"21169","Psma2"
"21170","AW209491"
"21171","Gm26645"
"21172","Gli3"
"21173","Inhba"
"21174","Sugct"
"21175","Mplkip"
"21176","Cdk13"
"21177","Rala"
"21178","Yae1d1"
"21179","Vdac3-ps1"
"21180","Pou6f2"
"21181","Vps41"
"21182","Amph"
"21183","Gm43385"
"21184","Stard3nl"
"21185","Epdr1"
"21186","Sfrp4"
"21187","Nme8"
"21188","A530099J19Rik"
"21189","Gpr141"
"21190","Elmo1"
"21191","Aoah"
"21192","Olfr1370"
"21193","Olfr1369-ps1"
"21194","Olfr263"
"21195","Olfr1368"
"21196","Trim27"
"21197","Gpx5"
"21198","Gpx6"
"21199","Olfr1367"
"21200","Zscan12"
"21201","Zkscan3"
"21202","Pgbd1"
"21203","Zscan26"
"21204","Nkapl"
"21205","Zkscan4"
"21206","Gm10065"
"21207","AK157302"
"21208","Gm11273"
"21209","Zkscan8"
"21210","Olfr1366"
"21211","Olfr1366.1"
"21212","Olfr1535"
"21213","Olfr1364"
"21214","Olfr1362"
"21215","Olfr11"
"21216","Olfr1361"
"21217","Olfr1360"
"21218","Olfr1359"
"21219","Hist1h2bl"
"21220","Hist1h2ai"
"21221","Hist1h3h"
"21222","Hist1h2bm"
"21223","Hist1h4j"
"21224","Hist1h4k"
"21225","Hist1h2ak"
"21226","Hist1h2bn"
"21227","Gm11274"
"21228","Hist1h1b"
"21229","Hist1h3i"
"21230","Hist1h2an"
"21231","Hist1h2bp"
"21232","Hist1h2bq"
"21233","Hist1h2ao"
"21234","Hist1h4m"
"21235","Hist1h4n"
"21236","Hist1h2ap"
"21237","Hist1h2br"
"21238","Gm11280"
"21239","Zfp184"
"21240","Pom121l2"
"21241","Prss16"
"21242","Gm11290"
"21243","Hist1h2ah"
"21244","Hist1h2bk"
"21245","Hist1h4i"
"21246","Hist1h2ag"
"21247","Hist1h2bj"
"21248","Vmn1r188"
"21249","Vmn1r189"
"21250","Vmn1r191"
"21251","Vmn1r192"
"21252","Vmn1r193"
"21253","Vmn1r194"
"21254","Vmn1r195"
"21255","Vmn1r196"
"21256","Vmn1r197"
"21257","Vmn1r198"
"21258","Vmn1r199"
"21259","Vmn1r200"
"21260","Vmn1r201"
"21261","Vmn1r202"
"21262","Gm11300"
"21263","Vmn1r203"
"21264","Vmn1r204"
"21265","Vmn1r205"
"21266","Vmn1r206"
"21267","Gm11309"
"21268","Vmn1r208"
"21269","Gm11314"
"21270","Vmn1r209"
"21271","Vmn1r210"
"21272","Vmn1r211"
"21273","Vmn1r212"
"21274","Vmn1r213"
"21275","Vmn1r214"
"21276","Vmn1r215"
"21277","Vmn1r216"
"21278","Vmn1r217"
"21279","Vmn1r218"
"21280","Vmn1r219"
"21281","Vmn1r220"
"21282","Vmn1r222"
"21283","Vmn1r223"
"21284","4930557F10Rik"
"21285","4933404K08Rik"
"21286","Zfp322a"
"21287","Abt1"
"21288","C230035I16Rik"
"21289","Btn1a1"
"21290","Btn2a2"
"21291","Hist1h4h"
"21292","Hist1h2af"
"21293","Hist1h3g"
"21294","Hist1h2bh"
"21295","Hist1h3f"
"21296","Hist1h4f"
"21297","Hist1h1d"
"21298","Hist1h3e"
"21299","Hist1h2ae"
"21300","Hist1h2bg"
"21301","Hist1h2bf"
"21302","Hist1h2ad"
"21303","Hist1h3d"
"21304","Hist1h4d"
"21305","Hist1h2be"
"21306","Hist1h1e"
"21307","Hist1h2ac"
"21308","Hist1h2bc"
"21309","Hist1h1t"
"21310","Hist1h4c"
"21311","Hfe"
"21312","Hist1h1c"
"21313","Hist1h3c"
"21314","Hist1h2bb"
"21315","Hist1h2ab"
"21316","Hist1h3b"
"21317","Hist1h4b"
"21318","Hist1h4a"
"21319","Hist1h3a"
"21320","Hist1h1a"
"21321","Trim38"
"21322","Gm11337"
"21323","Slc17a2"
"21324","Slc17a3"
"21325","Slc17a1"
"21326","Slc17a4"
"21327","Hist1h2ba"
"21328","Hist1h2aa"
"21329","Scgn"
"21330","Gm11339"
"21331","Lrrc16a"
"21332","Cmah"
"21333","Gm11342"
"21334","Gm11345"
"21335","Fam65b"
"21336","C530050E15Rik"
"21337","1700016G14Rik"
"21338","Gmnn"
"21339","BC005537"
"21340","Acot13"
"21341","Tdp2"
"21342","D130043K22Rik"
"21343","4932702P03Rik"
"21344","Aldh5a1"
"21345","Gpld1"
"21346","Mrs2"
"21347","Dcdc2a"
"21348","Nrsn1"
"21349","Gm11351"
"21350","1700092E19Rik"
"21351","Hdgfl1"
"21352","Prl"
"21353","Prl3d1"
"21354","Prl3d2"
"21355","Prl3d3"
"21356","Prl3c1"
"21357","Prl3b1"
"21358","Prl3a1"
"21359","4930511O05Rik"
"21360","Prl6a1"
"21361","Prl8a2"
"21362","Prl2b1"
"21363","Prl8a6"
"21364","Prl8a8"
"21365","Prl8a9"
"21366","Prl8a1"
"21367","Prl7b1"
"21368","Prl7a1"
"21369","Prl7a2"
"21370","Prl7d1"
"21371","Prl7c1"
"21372","Prl2a1"
"21373","Prl2c1"
"21374","Gm11360"
"21375","Prl4a1"
"21376","Prl5a1"
"21377","Gm26735"
"21378","Sox4"
"21379","A330102I10Rik"
"21380","Cdkal1"
"21381","E2f3"
"21382","Gm11365"
"21383","Gm11368"
"21384","Mboat1"
"21385","Agtr1a"
"21386","Uqcrfs1"
"21387","4930519D14Rik"
"21388","Dusp22"
"21389","Irf4"
"21390","Exoc2"
"21391","Hus1b"
"21392","Gm5447"
"21393","4930401O12Rik"
"21394","Gm11376"
"21395","Gm11373"
"21396","Gm11374"
"21397","G630018N14Rik"
"21398","Gm11375"
"21399","A530084C06Rik"
"21400","Foxq1"
"21401","Gm11377"
"21402","1700018A04Rik"
"21403","Gm11378"
"21404","Foxf2"
"21405","Gm11379"
"21406","Foxc1"
"21407","Gmds"
"21408","Gm11381"
"21409","Mylk4"
"21410","Wrnip1"
"21411","D930007J09Rik"
"21412","Serpinb1a"
"21413","Serpinb1c"
"21414","Serpinb6b"
"21415","Serpinb9"
"21416","Serpinb9b"
"21417","Serpinb1b"
"21418","Serpinb9c"
"21419","Serpinb9d"
"21420","Serpinb9e"
"21421","Serpinb9f"
"21422","Gm11397"
"21423","Serpinb9g"
"21424","Serpinb6d"
"21425","Serpinb6e"
"21426","Serpinb6c"
"21427","Serpinb6a"
"21428","1110046J04Rik"
"21429","Nqo2"
"21430","Ripk1"
"21431","Bphl"
"21432","Tubb2a"
"21433","Tubb2b"
"21434","Psmg4"
"21435","Slc22a23"
"21436","Pxdc1"
"21437","Fam50b"
"21438","Prpf4b"
"21439","Fam217a"
"21440","4933417A18Rik"
"21441","Eci3"
"21442","Gm16984"
"21443","Eci2"
"21444","Cdyl"
"21445","Rpp40"
"21446","Ppp1r3g"
"21447","Lyrm4"
"21448","Fars2"
"21449","Nrn1"
"21450","F13a1"
"21451","Ly86"
"21452","Gm4035"
"21453","Gm29459"
"21454","Gm29458"
"21455","Gm29590"
"21456","Rreb1"
"21457","Ssr1"
"21458","Cage1"
"21459","Riok1"
"21460","Dsp"
"21461","Snrnp48"
"21462","Bmp6"
"21463","Txndc5"
"21464","Bloc1s5"
"21465","Eef1e1"
"21466","Slc35b3"
"21467","Gm26514"
"21468","5033403F01Rik"
"21469","Ofcc1"
"21470","Gm9979"
"21471","Tfap2a"
"21472","Gm26688"
"21473","Gcnt2"
"21474","Pak1ip1"
"21475","Tmem14c"
"21476","Mak"
"21477","Gcm2"
"21478","Sycp2l"
"21479","Elovl2"
"21480","Smim13"
"21481","Gm17364"
"21482","Nedd9"
"21483","Gm26877"
"21484","Tmem170b"
"21485","Gm5082"
"21486","Adtrp"
"21487","1700061E18Rik"
"21488","Gm28564"
"21489","Gm28707"
"21490","Hivep1"
"21491","Edn1"
"21492","Phactr1"
"21493","Gm15810"
"21494","Gm15813"
"21495","Tbc1d7"
"21496","Gfod1"
"21497","Sirt5"
"21498","Nol7"
"21499","Ranbp9"
"21500","Mcur1"
"21501","Rnf182"
"21502","Cd83"
"21503","Gm5083"
"21504","Gm27007"
"21505","1700029N11Rik"
"21506","Jarid2"
"21507","Dtnbp1"
"21508","Gm9817"
"21509","Mylip"
"21510","Gmpr"
"21511","Atxn1"
"21512","5033430I15Rik"
"21513","Gm10113"
"21514","Stmnd1"
"21515","Rbm24"
"21516","Cap2"
"21517","Fam8a1"
"21518","Nup153"
"21519","Kif13a"
"21520","Nhlrc1"
"21521","Tpmt"
"21522","Kdm1b"
"21523","Dek"
"21524","Rnf144b"
"21525","4931429P17Rik"
"21526","A330033J07Rik"
"21527","Id4"
"21528","A330048O09Rik"
"21529","Zfp169"
"21530","A830005F24Rik"
"21531","6720427I07Rik"
"21532","Ptpdc1"
"21533","Barx1"
"21534","Phf2"
"21535","Phf2os1"
"21536","Fam120a"
"21537","Fam120aos"
"21538","Wnk2"
"21539","Ninj1"
"21540","Card19"
"21541","Susd3"
"21542","Fgd3"
"21543","Bicd2"
"21544","Ippk"
"21545","Cenpp"
"21546","Ecm2"
"21547","Aspn"
"21548","Omd"
"21549","Ogn"
"21550","Nol8"
"21551","Iars"
"21552","Gm8674"
"21553","Gm10784"
"21554","Gm17611"
"21555","Gm906"
"21556","Gm8739"
"21557","Fbxw17"
"21558","Nutm2"
"21559","Gm904"
"21560","Gm8765"
"21561","Spin1"
"21562","Nxnl2"
"21563","Hist1h2al"
"21564","S1pr3"
"21565","Shc3"
"21566","Cks2"
"21567","Secisbp2"
"21568","Gm15440"
"21569","Sema4d"
"21570","Gadd45g"
"21571","Gm26651"
"21572","Diras2"
"21573","Syk"
"21574","Auh"
"21575","Nfil3"
"21576","Ror2"
"21577","Sptlc1"
"21578","Gm2762"
"21579","Gm43262"
"21580","Msx2"
"21581","Gm5449"
"21582","Drd1"
"21583","Sfxn1"
"21584","Hrh2"
"21585","Gm16578"
"21586","Cplx2"
"21587","Gm16248"
"21588","Thoc3"
"21589","Simc1"
"21590","4833439L19Rik"
"21591","Arl10"
"21592","Nop16"
"21593","Higd2a"
"21594","Cltb"
"21595","Faf2"
"21596","Rnf44"
"21597","Cdhr2"
"21598","Gprin1"
"21599","Sncb"
"21600","Gm16249"
"21601","Eif4e1b"
"21602","Tspan17"
"21603","Gm29431"
"21604","5330429C05Rik"
"21605","4930526F13Rik"
"21606","Unc5a"
"21607","Hk3"
"21608","Uimc1"
"21609","Zfp346"
"21610","Gm17617"
"21611","Fgfr4"
"21612","Nsd1"
"21613","Rab24"
"21614","Prelid1"
"21615","Mxd3"
"21616","Lman2"
"21617","Rgs14"
"21618","Slc34a1"
"21619","Pfn3"
"21620","F12"
"21621","Grk6"
"21622","Prr7"
"21623","Dbn1"
"21624","Pdlim7"
"21625","Dok3"
"21626","Ddx41"
"21627","Fam193b"
"21628","Tmed9"
"21629","B4galt7"
"21630","Gm15911"
"21631","Caml"
"21632","Ddx46"
"21633","B230219D22Rik"
"21634","Txndc15"
"21635","Pcbd2"
"21636","4930451E10Rik"
"21637","Catsper3"
"21638","Pitx1"
"21639","Gm28760"
"21640","H2afy"
"21641","Tifab"
"21642","4930550C17Rik"
"21643","Neurog1"
"21644","Cxcl14"
"21645","Gm10782"
"21646","Slc25a48"
"21647","Il9"
"21648","Fbxl21"
"21649","Lect2"
"21650","Tgfbi"
"21651","Smad5"
"21652","Trpc7"
"21653","Spock1"
"21654","Klhl3"
"21655","Hnrnpa0"
"21656","1700066J03Rik"
"21657","Idnk"
"21658","Ubqln1"
"21659","Gkap1"
"21660","Gm26555"
"21661","Kif27"
"21662","2210016F16Rik"
"21663","Hnrnpk"
"21664","Rmi1"
"21665","Slc28a3"
"21666","Ntrk2"
"21667","Agtpbp1"
"21668","Naa35"
"21669","Golm1"
"21670","4921517D22Rik"
"21671","Spata31d1a"
"21672","Spata31d1b"
"21673","Spata31d1d"
"21674","4930528D03Rik"
"21675","1700014D04Rik"
"21676","Isca1"
"21677","Zcchc6"
"21678","Gas1"
"21679","Gm5084"
"21680","Dapk1"
"21681","BC051665"
"21682","Ctsll3"
"21683","4930486L24Rik"
"21684","Ctla2b"
"21685","Tpbpb"
"21686","Ctla2a"
"21687","Tpbpa"
"21688","Ctsj"
"21689","Ctsq"
"21690","Ctsr"
"21691","Cts6"
"21692","Cts8"
"21693","Cts7"
"21694","Ctsm"
"21695","Cts3"
"21696","Zfp808"
"21697","Gm3604"
"21698","Zfp935"
"21699","Zfp934"
"21700","6720489N17Rik"
"21701","Platr25"
"21702","Gm5141"
"21703","Fbp2"
"21704","Fbp1"
"21705","2010111I01Rik"
"21706","Gm16907"
"21707","Fancc"
"21708","Gm16133"
"21709","Ptch1"
"21710","Ercc6l2"
"21711","Hsd17b3"
"21712","Slc35d2"
"21713","Zfp367"
"21714","Habp4"
"21715","Cdc14b"
"21716","1810034E14Rik"
"21717","Aaed1"
"21718","Ctsl"
"21719","Cdk20"
"21720","1190003K10Rik"
"21721","Cntnap3"
"21722","Spata31"
"21723","Spata31d1c"
"21724","Prss47"
"21725","Hiatl1"
"21726","Olfr465-ps1"
"21727","Olfr466"
"21728","Nlrp4f"
"21729","Gm10775"
"21730","Zfp369"
"21731","Gm10139"
"21732","Gm26639"
"21733","Platr2"
"21734","Gm10324"
"21735","Gm17514"
"21736","Gm10772"
"21737","Gm26754"
"21738","Gm26715"
"21739","Vmn2r-ps104"
"21740","2410141K09Rik"
"21741","Gm26806"
"21742","Zfp640"
"21743","Gm17404"
"21744","Gm17449"
"21745","Gm10323"
"21746","Uqcrb"
"21747","Gm10767"
"21748","Mterf3"
"21749","Ptdss1"
"21750","Zfp712"
"21751","Zfp708"
"21752","Gm28557"
"21753","Rslcan18"
"21754","Zfp759"
"21755","Rsl1"
"21756","Zfp455"
"21757","Zfp458"
"21758","Zfp457"
"21759","Zfp595"
"21760","Gm28044"
"21761","Zfp953"
"21762","Gm28041"
"21763","Gm17039"
"21764","Zfp456"
"21765","Zfp429"
"21766","Zfp459"
"21767","Zfp874a"
"21768","Zfp874b"
"21769","Zfp58"
"21770","Gm26965"
"21771","Zfp87"
"21772","Zfp748"
"21773","9430065F17Rik"
"21774","Zfp729b"
"21775","Gm37276"
"21776","Zfp729a"
"21777","Zfp738"
"21778","Zfp65"
"21779","Zfp85os"
"21780","Zfp85"
"21781","Gm9894"
"21782","Zfp493"
"21783","4930525G20Rik"
"21784","Zfp273"
"21785","Gm10037"
"21786","BC048507"
"21787","Mtrr"
"21788","Fastkd3"
"21789","1700001L19Rik"
"21790","Adcy2"
"21791","Gm26844"
"21792","Papd7"
"21793","Nsun2"
"21794","A530095I07Rik"
"21795","Srd5a1"
"21796","Ube2ql1"
"21797","Med10"
"21798","Gm26819"
"21799","1700084F23Rik"
"21800","1700100L14Rik"
"21801","Ice1"
"21802","Adamts16"
"21803","8030423J24Rik"
"21804","Irx1"
"21805","Gm20554"
"21806","Irx2"
"21807","Irx4"
"21808","Gm10263"
"21809","Ndufs6"
"21810","Mrpl36"
"21811","Lpcat1"
"21812","Slc6a3"
"21813","Clptm1l"
"21814","Tert"
"21815","Slc6a18"
"21816","Slc6a19"
"21817","Slc6a19os"
"21818","Slc12a7"
"21819","Nkd2"
"21820","Trip13"
"21821","Brd9"
"21822","Zdhhc11"
"21823","Gm10126"
"21824","Gm15912"
"21825","Tppp"
"21826","Cep72"
"21827","Slc9a3"
"21828","Exoc3"
"21829","Ahrr"
"21830","Pdcd6"
"21831","Sdha"
"21832","Ccdc127"
"21833","Lrrc14b"
"21834","Zfp72"
"21835","Gm10116"
"21836","Zfp825"
"21837","Erap1"
"21838","Cast"
"21839","Pcsk1"
"21840","Ell2"
"21841","Glrx"
"21842","Rhobtb3"
"21843","Spata9"
"21844","Rfesd"
"21845","Gpr150"
"21846","Arsk"
"21847","Ttc37"
"21848","Fam81b"
"21849","Mctp1"
"21850","Slf1"
"21851","2210408I21Rik"
"21852","Fam172a"
"21853","Pou5f2"
"21854","Nr2f1"
"21855","A830082K12Rik"
"21856","Gm29318"
"21857","Gm28526"
"21858","Arrdc3"
"21859","Gm4211"
"21860","9330111N05Rik"
"21861","Adgrv1"
"21862","Lysmd3"
"21863","Polr3g"
"21864","Mblac2"
"21865","Gm17259"
"21866","Cetn3"
"21867","Mef2c"
"21868","C130071C03Rik"
"21869","Gm26803"
"21870","2810049E08Rik"
"21871","Gm17750"
"21872","A230107N01Rik"
"21873","Tmem161b"
"21874","Gm4076"
"21875","Ccnh"
"21876","Rasa1"
"21877","Cox7c"
"21878","Edil3"
"21879","Hapln1"
"21880","Vcan"
"21881","Xrcc4"
"21882","Tmem167"
"21883","Gm21726"
"21884","Atp6ap1l"
"21885","Rps23"
"21886","Atg10"
"21887","A830009L08Rik"
"21888","Ssbp2"
"21889","4833422C13Rik"
"21890","Acot12"
"21891","Zcchc9"
"21892","Ckmt2"
"21893","1700119I11Rik"
"21894","Rasgrf2"
"21895","Msh3"
"21896","Gm20379"
"21897","Dhfr"
"21898","C030017D09Rik"
"21899","Ankrd34b"
"21900","Fam151b"
"21901","Zfyve16"
"21902","Spz1"
"21903","Serinc5"
"21904","Thbs4"
"21905","Mtx3"
"21906","Cmya5"
"21907","Papd4"
"21908","Homer1"
"21909","Jmy"
"21910","Bhmt"
"21911","Gm15622"
"21912","Bhmt2"
"21913","Dmgdh"
"21914","AW495222"
"21915","Arsb"
"21916","Gm26527"
"21917","Lhfpl2"
"21918","Gm15907"
"21919","Scamp1"
"21920","Gm9776"
"21921","Ap3b1"
"21922","Tbca"
"21923","Otp"
"21924","Wdr41"
"21925","Pde8b"
"21926","Gm16243"
"21927","Zbed3"
"21928","Aggf1"
"21929","Crhbp"
"21930","S100z"
"21931","F2rl1"
"21932","F2r"
"21933","Iqgap2"
"21934","F2rl2"
"21935","Sv2c"
"21936","Gm17190"
"21937","Gm29543"
"21938","Poc5"
"21939","Ankdd1b"
"21940","Polk"
"21941","Gm17622"
"21942","Col4a3bp"
"21943","Hmgcr"
"21944","Ankrd31"
"21945","Gcnt4"
"21946","1700029F12Rik"
"21947","Fam169a"
"21948","Gm6169"
"21949","Nsa2"
"21950","Gfm2"
"21951","Hexb"
"21952","Enc1"
"21953","C430039J16Rik"
"21954","Lncenc1"
"21955","5330416C01Rik"
"21956","Gm26619"
"21957","Gm10260"
"21958","Arhgef28"
"21959","Utp15"
"21960","Ankra2"
"21961","Gm21976"
"21962","Btf3"
"21963","Gm9828"
"21964","Foxd1"
"21965","2310005E17Rik"
"21966","Gm29501"
"21967","Gm10320"
"21968","Tmem174"
"21969","Tmem171"
"21970","Fcho2"
"21971","Tnpo1"
"21972","1700024P04Rik"
"21973","2310020H05Rik"
"21974","Gm807"
"21975","Zfp366"
"21976","Ptcd2"
"21977","Mrps27"
"21978","6430562O15Rik"
"21979","Map1b"
"21980","Gm26559"
"21981","Cartpt"
"21982","Mccc2"
"21983","Bdp1"
"21984","BC001981"
"21985","Serf1"
"21986","Smn1"
"21987","Naip2"
"21988","Naip5"
"21989","Naip6"
"21990","Naip1"
"21991","Gtf2h2"
"21992","Ocln"
"21993","Marveld2"
"21994","Rad17"
"21995","Ak6"
"21996","Taf9"
"21997","Ccdc125"
"21998","Cdk7"
"21999","Mrps36"
"22000","Cenph"
"22001","Ccnb1"
"22002","Slc30a5"
"22003","Gm29502"
"22004","4932411K12Rik"
"22005","Gm29341"
"22006","Pik3r1"
"22007","Cd180"
"22008","Mast4"
"22009","1700099I09Rik"
"22010","Gm17160"
"22011","Srek1"
"22012","Erbb2ip"
"22013","Nln"
"22014","Sgtb"
"22015","Trappc13"
"22016","Trim23"
"22017","Ppwd1"
"22018","Cenpk"
"22019","Adamts6"
"22020","Cwc27"
"22021","2610204G07Rik"
"22022","Srek1ip1"
"22023","Fam159b"
"22024","Rgs7bp"
"22025","4933425L06Rik"
"22026","Rnf180"
"22027","Htr1a"
"22028","Gm28989"
"22029","Ipo11"
"22030","Gm28988"
"22031","Dimt1"
"22032","Kif2a"
"22033","3830408C21Rik"
"22034","Apoo-ps"
"22035","1700006H21Rik"
"22036","Zswim6"
"22037","Smim15"
"22038","Ndufaf2"
"22039","Ercc8"
"22040","Elovl7"
"22041","Depdc1b"
"22042","Pde4d"
"22043","Rab3c"
"22044","Gapt"
"22045","Plk2"
"22046","Actbl2"
"22047","Gm6270"
"22048","Gpbp1"
"22049","Gm15290"
"22050","Gm15288"
"22051","Gm10198"
"22052","Mier3"
"22053","Gm15287"
"22054","Map3k1"
"22055","Gm15325"
